   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.546188         3.37224      0.0126325         3.2339         20881.5        7.46103        1910.01        -1.32222       0.576745        147.646
       1         0.50148          3.2284      0.0122275        3.13023         20931.3        7.47938        1914.71         3.73378       0.568048        145.419
       2        0.498642         3.30602      0.0124997         3.1999         20911.4        7.55541        1934.17        -4.41879       0.568288        145.481
       3        0.499771         3.20455      0.0121889        3.12034         20911.4         7.5137        1923.49        -2.63224       0.563332        144.212
       4        0.502228         3.31118      0.0119912        3.06973         20996.7        7.61466        1949.34       -0.138196       0.560468        143.479
       5         0.49762         3.23702      0.0119417        3.05705         20889.4        7.40408        1895.43       -0.582351       0.569625        145.823
       6        0.503296          3.2056      0.0117535        3.00888           20970        7.39724        1893.68        -5.40053       0.565162         144.68
       7        0.499252         3.20187      0.0120357        3.08111         20954.2        7.41997         1899.5        -1.88077       0.572294        146.506
       8        0.499527         3.33532      0.0126051        3.22688           20892        7.55183        1933.25         -3.3561       0.572693        146.608
   total        0.504964         3.26721     0.00814825        3.12892         20928.3          4.996        1918.46        -1.74141       0.378835        145.472
