   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.532166         5.28043      0.0205094        5.25036         13702.1        4.87741        1248.61         -3.4271         0.4408        112.844
       1        0.499344         5.46099      0.0193727        4.95936         13718.7        4.82668        1235.62        -2.45739        0.44655        114.316
       2        0.500992         5.16578      0.0189438        4.84957         13797.3        4.79724        1228.09        -5.99227        0.44833        114.772
       3         0.50029         4.74964      0.0170639        4.36833         13751.4        4.74869        1215.66        -4.93634       0.454293        116.298
       4        0.498993         5.10691      0.0185663        4.75295         13749.4        4.67555        1196.93         1.32113       0.436889        111.843
       5        0.499741         5.29374      0.0184029        4.71111         13737.4        4.66975        1195.45       -0.314517        0.44775        114.623
       6        0.499878         5.02563      0.0176449        4.51705         13742.4        4.65237           1191         1.19944       0.456276        116.806
       7        0.502014         4.85799      0.0177133        4.53456         13849.8        4.80057        1228.94         3.14633       0.434652         111.27
       8        0.500443         4.98835      0.0175995        4.50544         13839.3        4.79506        1227.53         2.09486       0.443579        113.555
   total        0.504937         5.10278      0.0123138        4.72849         13765.8        3.17708        1219.99        -1.08409       0.297046        114.065
