   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.527496         5.62981      0.0208388        5.33468         12687.6        4.28176        1096.12         -2.9399       0.424064         108.56
       1        0.502716         5.42203      0.0196822        5.03861         12766.7         4.4175        1130.87         2.13781       0.425391        108.899
       2        0.499588         5.86239      0.0214396        5.48851         12795.4        4.43833         1136.2         2.95553       0.426644         109.22
       3        0.498978         5.77023      0.0212507        5.44015         12679.9         4.3552        1114.92        0.736029       0.404961        103.669
       4        0.500702         6.07091      0.0229914        5.88575         12718.8         4.4593        1141.57         -2.2473       0.431189        110.383
       5        0.500046         5.56715      0.0206115         5.2765         12727.3        4.36009        1116.18         2.01528       0.425396        108.901
       6        0.499008         5.80894      0.0216865         5.5517         12657.7         4.3148        1104.58       -0.229127       0.432366        110.685
       7        0.501205         5.62167      0.0205799        5.26842         12793.9        4.33754         1110.4         1.24705       0.423719        108.471
       8        0.499573         5.40563       0.019189        4.91235         12686.8        4.34892        1113.32        -4.37335        0.41919        107.312
   total        0.503784         5.68543      0.0139758        5.36668         12724.2         2.9154        1119.51      -0.0299884       0.282397         108.44
