   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.506958         11.7409       0.036901        9.44659         8319.71        2.38657        610.957       -0.904384        0.31874        81.5968
       1        0.498642         10.3865      0.0360881        9.23849         8267.58        2.41144        617.324        -4.52847       0.293487        75.1321
       2        0.501022         11.7503      0.0436699        11.1794         8285.08         2.4316        622.486        -1.66851       0.305082        78.1005
       3         0.50032          10.903      0.0370222        9.47762         8321.15        2.27179        581.573       -0.638189       0.315276        80.7102
       4        0.498672         14.0431      0.0437287        11.1945         8256.71        2.44519        625.963         7.37946       0.308234        78.9074
       5         0.50174         10.7354      0.0362386          9.277         8323.17        2.32404        594.949       -0.602668       0.321514         82.307
       6        0.498169         11.6149      0.0375101        9.60252         8296.04        2.33374        597.432       -0.249537       0.309409         79.208
       7        0.500061         12.1308      0.0408973        10.4696         8262.49        2.45436         628.31         6.17056        0.30778         78.791
       8        0.500809         10.7462      0.0359256        9.19688         8281.06        2.38221        609.841         -8.6131       0.311646        79.7806
   total        0.500848         11.5613      0.0259986        9.98342          8290.5        1.58996        610.542        -0.41385       0.207194        79.5622
