   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.537888         4.26435      0.0155912        3.99133         15918.5        5.63768        1443.23        -2.32419       0.494889        126.691
       1        0.499634         4.12125      0.0155098        3.97047         15912.3        5.54401        1419.26         1.62324       0.489456          125.3
       2        0.501587         4.26044      0.0156259        4.00019         15948.7        5.46899        1400.05       -0.651438       0.481938        123.375
       3        0.499176         4.27917      0.0158511        4.05786         15925.6        5.55313        1421.59        -1.75519       0.491902        125.926
       4        0.500595         4.59241      0.0169857        4.34829         15968.6        5.73618        1468.45        -3.01061       0.482025        123.398
       5        0.500076          4.1516      0.0154432        3.95343           15955        5.62087        1438.93         1.68496       0.486707        124.596
       6        0.498657         4.69109      0.0174648        4.47097         15901.5        5.67864        1453.72        -1.50577       0.473114        121.116
       7        0.500153         4.38355      0.0153203        3.92198         15884.7        5.58895        1430.76         1.93493       0.478378        122.464
       8        0.500397         4.20495      0.0161084        4.12373         15940.4        5.56304        1424.13         1.22861       0.493671        126.379
   total        0.503208         4.32499      0.0106742         4.0989         15928.9          3.732        1433.08       -0.292628       0.324062        124.439
