   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.487259         22.9794      0.0653363         16.726         6281.95        1.37996        353.266        -1.10353       0.226886        58.0823
       1        0.499695         31.3081      0.0764913        19.5816         6273.43        1.28584        329.172       -0.977804       0.197342        50.5192
       2        0.500916         23.5403      0.0638889        16.3554         6251.71        1.24488        318.687        -7.72394       0.231223        59.1925
       3        0.499237         36.0406      0.0777401        19.9013         6235.91        1.27304        325.895        -11.7758       0.193368         49.502
       4        0.500916         21.7332      0.0694114        17.7692          6277.1        1.30628        334.404        -11.2543       0.233748        59.8391
       5        0.497665         24.6631      0.0754921        19.3258         6278.98        1.30234        333.397          -2.015       0.225631        57.7611
       6        0.500992         24.9637      0.0727289        18.6185         6257.81        1.26625        324.157         13.4062       0.224259        57.4099
       7        0.502029         22.8153      0.0674219        17.2599         6291.91        1.34686        344.793         19.5854       0.216734        55.4835
       8        0.498672         26.1927      0.0707229        18.1049          6295.4        1.28201        328.193         8.42413       0.239576        61.3309
   total        0.498956         26.0258      0.0488231         18.748         6271.67       0.867328        333.053        0.721935       0.150082        57.6312
