   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.550232         2.83721      0.0106009        2.71382         23809.8        8.36459        2141.32        -5.88196       0.612361        156.763
       1        0.499542         2.81438      0.0105281        2.69517         23777.3        8.70722        2229.03         5.58523       0.609843        156.119
       2        0.499359         2.91822      0.0107802        2.75971         23785.7        8.59983        2201.54         2.54917        0.59546        152.437
       3        0.502945         2.97847      0.0112031        2.86798         23790.9        8.29977        2124.72        -4.11163       0.607026        155.398
       4         0.49855         2.84523      0.0104247        2.66871         23752.6         8.4663        2167.36          2.2898       0.602758        154.305
       5        0.499634         3.03978      0.0112381        2.87694         23682.5        8.53831        2185.79        -5.01984       0.605145        154.916
       6        0.500748         2.73793      0.0102941        2.63527           23882        8.45493        2164.44        0.753807       0.605941         155.12
       7        0.497391         3.01321      0.0111371        2.85109         23734.1        8.60572        2203.05       -0.383067       0.604079        154.643
       8        0.502686         2.95446      0.0108616        2.78054           23755        8.49571        2174.89       -0.954916       0.600094        153.623
   total        0.506877         2.90341     0.00719226        2.76182         23776.2         5.6732         2178.5         -0.5869       0.403112        154.795
