   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.54361         3.89132      0.0141236        3.61562         18344.8        6.68937        1712.47        0.920556       0.529914        135.657
       1        0.499481         3.64259       0.013486        3.45239           18345        6.65616        1703.96         5.22024       0.523518         134.02
       2        0.500763         3.88183      0.0142969        3.65998         18384.8        6.41126        1641.27        -1.94581        0.53139        136.035
       3        0.499191         3.73325       0.013709        3.50948         18306.4        6.64601        1701.37         -3.4116       0.530964        135.926
       4        0.500809         3.89791      0.0144951        3.71071         18369.5        6.70166        1715.61         3.04043       0.534563        136.847
       5        0.500366         3.68679      0.0139888        3.58112         18415.6        6.52317        1669.92          3.5548       0.537522        137.605
       6         0.49913         3.59663      0.0136482        3.49391         18395.7        6.45403        1652.22         2.78488       0.528912        135.401
       7        0.500671         3.71359      0.0138449        3.54426         18370.5        6.59451        1688.18         3.89375       0.535296        137.035
       8        0.499359         3.82135      0.0145768        3.73162         18338.2        6.50055        1664.13       -0.124374       0.529676        135.596
   total        0.505324         3.76187     0.00935755        3.59329         18363.4        4.38426        1683.55         1.50397       0.354202        136.013
