   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.505524         11.7284      0.0410432         10.507         8313.92         2.4355        623.483         7.67591       0.310241         79.421
       1        0.500381         11.9202      0.0401633        10.2817         8264.44         2.3937        612.781        -4.30814       0.308429        78.9573
       2        0.500305          10.876      0.0381765        9.77311         8359.36         2.4043        615.495         2.17809       0.310873        79.5829
       3        0.499954         10.5079      0.0358085        9.16691         8301.97        2.38923        611.638        -8.39466       0.297478        76.1538
       4        0.501022         12.0075      0.0411193        10.5265         8309.78        2.47353        633.219         -4.5046         0.3172        81.2027
       5        0.500671         12.0893      0.0398577        10.2035          8350.8        2.45078        627.396         2.86397       0.301306        77.1336
       6        0.498596         10.8289      0.0395236         10.118         8304.87        2.41733        618.831        -9.26286       0.305021        78.0847
       7        0.498535         10.8165      0.0385928        9.87968         8281.41          2.405        615.675        -6.14736       0.301352        77.1455
       8        0.502258           10.67      0.0366287        9.37687         8292.48        2.47616        633.892         1.06492        0.30677        78.5325
   total        0.501546         11.2729      0.0260703         10.011         8308.72         1.6205        622.271        -2.07427       0.204867        78.6688
