   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.500336         13.1915      0.0413331        10.5812         7594.58        2.05609        526.355        -1.63782       0.302677        77.4846
       1        0.499344         13.9168      0.0497462        12.7349         7565.39        1.98059        507.027        -2.73894       0.271742        69.5655
       2        0.500046         15.0519      0.0503171        12.8811         7554.62        2.08879        534.727        -4.51821       0.280847        71.8964
       3        0.502548         13.6488      0.0444252        11.3728         7636.83        2.02426        518.207         7.10525       0.294245        75.3261
       4        0.498184         14.5699      0.0446173        11.4219         7549.53        2.09729        536.902        -11.0965       0.277953        71.1553
       5        0.499557          16.502      0.0543156        13.9047         7570.23        2.03295        520.431         1.90303       0.281347        72.0243
       6        0.499207         13.8048      0.0464062        11.8799         7536.85        1.96854        503.944        -2.26543       0.283191        72.4964
       7        0.500885         12.2462      0.0400272        10.2469         7552.05        1.98286        507.608          6.1705       0.272197        69.6819
       8         0.50032         15.6658       0.051265        13.1237         7504.19        2.10737        539.482         7.34327       0.263106        67.3547
   total        0.496636         14.2899      0.0315992         12.134         7562.76        1.36177         522.92        0.049545       0.188016        72.1979
