   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.542603         3.90059      0.0149623        3.83032         18335.8        6.44864        1650.84         2.68437       0.540867        138.461
       1        0.501602         3.64259      0.0137547        3.52118           18323        6.41636        1642.58         1.32392       0.530256        135.744
       2        0.500229         3.69731      0.0137285        3.51447         18401.1        6.35687        1627.35        -2.16153       0.528833         135.38
       3        0.498917          3.4075      0.0132113        3.38207         18408.6        6.55687        1678.55         4.69655       0.525537        134.536
       4        0.499268         3.66971      0.0134335        3.43895         18295.6        6.41017        1640.99        -2.14026       0.525747         134.59
       5        0.501083         3.74452      0.0138642        3.54922         18304.3        6.54575         1675.7        0.338666       0.524233        134.203
       6        0.500336         3.67721      0.0137466        3.51911         18382.2        6.62251        1695.35        -2.09945       0.530764        135.875
       7        0.498505         3.64342      0.0140967        3.60873         18245.2        6.64334        1700.68         1.62485       0.516648        132.261
       8        0.499252          3.7297      0.0140066        3.58566         18310.4        6.59716        1688.86         2.24944       0.527432        135.022
   total        0.504239         3.68003     0.00925615        3.55435         18333.6        4.34558         1668.7        0.833332       0.351935        135.143
