   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.547333         3.03116      0.0113835        2.91415         22347.6         7.9316        2030.47         0.21398       0.586578        150.163
       1        0.501953         2.99999      0.0116549        2.98364           22378        7.96886        2040.01        -3.26587       0.580485        148.603
       2        0.499496         3.08068      0.0115694        2.96173         22347.8        8.02482        2054.34       -0.410641       0.579704        148.403
       3        0.499481         3.11364      0.0119286         3.0537         22338.9        8.08804        2070.52       0.0106852       0.586021         150.02
       4         0.50058         3.06339       0.011383        2.91402         22330.1        7.97584         2041.8        -1.21133       0.595354        152.409
       5        0.501007         3.08222      0.0116782        2.98959         22387.2        7.97765        2042.26        -5.95604       0.582055        149.005
       6        0.499237         3.05011       0.011299        2.89253         22284.2        7.93672        2031.78         1.74683       0.576273        147.525
       7        0.501434         3.21686      0.0122823        3.14426         22331.5        7.99386        2046.41         2.13582       0.584703        149.683
       8        0.497452         3.00125      0.0112368        2.87659         22341.5        8.02788        2055.12         4.54686       0.579738        148.412
   total        0.504076         3.06855     0.00773236        2.96922         22342.3        5.32113        2043.31       -0.166224       0.389063          149.4
