   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.542175         4.07735       0.015325        3.92318         17157.5         6.1836        1582.99         -6.2457       0.500125        128.031
       1        0.500534         4.19985      0.0157018        4.01962         17114.8        6.13409        1570.32        -1.00063       0.510144        130.596
       2        0.498352          4.1505      0.0148193        3.79372         17083.9        5.93811        1520.15        -1.26142       0.499825        127.954
       3        0.499146         4.11668      0.0145464        3.72384         17093.2        6.07671        1555.63        0.809735       0.510814        130.767
       4        0.502213         3.96032      0.0148971        3.81362         17129.5        6.05951        1551.22       -0.555615        0.50664        129.699
       5        0.498978         3.95482      0.0144762        3.70588         17188.1        6.07291        1554.65        -2.33192       0.517343        132.439
       6        0.498672         3.96956      0.0147046        3.76434         17089.4        6.01191        1539.04        0.285149       0.518314        132.687
       7        0.502869         3.96223      0.0144196        3.69138         17190.4        6.04908        1548.55       -0.613584       0.514256        131.649
       8        0.497971         4.01019      0.0145611        3.72761         17163.1        6.17256        1580.16         3.00225       0.506386        129.634
   total        0.504415         4.04515     0.00989299        3.79889         17135.6        4.05481        1557.04       -0.911414       0.339478        130.359
