   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.51928         4.23092     0.00397503        3.97502          9500.8        1.38986        1389.86       -0.587031       0.122439        122.439
    init        0.519001         4.32635     0.00407929        4.07929         9482.27        1.38463        1384.63        0.898414       0.120813        120.813
    init         0.51933         4.23695     0.00394599        3.94598         9492.22        1.38706        1387.06         0.35534       0.121377        121.377
  accept        0.499911         4.21492     0.00395561        3.95561         9485.94         1.3899         1389.9        -0.94066       0.121659        121.659
  accept        0.499904         4.25576     0.00397883        3.97883         9482.36        1.37704        1377.04        0.431988       0.120973        120.973
  accept        0.499939         4.26957     0.00399067        3.99067         9496.45        1.38656        1386.56         1.23461       0.122326        122.326
  accept        0.499935         4.15482     0.00391153        3.91153         9491.68        1.37642        1376.42       -0.230821       0.122214        122.214
       1        0.500055         4.29738     0.00404208        4.04208         9457.12        1.38388        1383.88         1.12225       0.121361        121.361
       2        0.500079         4.14834     0.00389528        3.89528         9505.98        1.37557        1375.57         1.21093       0.122239        122.239
       3         0.50038          4.2225     0.00395522        3.95522         9517.48        1.39615        1396.15         2.48576       0.121776        121.776
       4        0.499346          4.3317     0.00405363        4.05362         9483.71        1.39089        1390.89        0.334306       0.120939        120.939
       5        0.500062         4.25585     0.00397872        3.97871         9496.63        1.38971        1389.71       -0.782125       0.121664        121.664
       6        0.500304         4.25065     0.00394575        3.94575         9503.25        1.39464        1394.64        0.286136        0.12211         122.11
       7        0.499631         4.23136      0.0040222         4.0222         9494.53        1.39969        1399.69         3.32729       0.121281        121.281
       8        0.500131         4.27664      0.0040095         4.0095         9487.05        1.37549        1375.49        0.266333       0.121155        121.155
   total        0.500192         4.25182     0.00282023         3.9884         9492.97       0.981561        1388.14         1.01678      0.0859655        121.573
