   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.521346          7.2338     0.00649597        6.49596         4345.77       0.749993        749.993        0.158875      0.0908578        90.8578
  accept        0.500087         7.10051     0.00641168        6.41168         4360.39       0.754943        754.942         1.24612      0.0903693        90.3693
  accept        0.499765         6.93329     0.00620598        6.20598         4338.15       0.739248        739.248        -0.91642      0.0897574        89.7574
  accept         0.50002         6.98248     0.00631288        6.31288         4327.26       0.745437        745.436        -1.10057      0.0899826        89.9826
  accept        0.500111         7.35275     0.00658561         6.5856         4341.15       0.751478        751.478         1.79975      0.0906314        90.6314
  accept        0.500006         7.18176     0.00630878        6.30877         4340.91       0.750634        750.634        0.688501      0.0902216        90.2215
  accept        0.499675         7.31708      0.0064948         6.4948          4348.8       0.750411        750.411        -1.09221      0.0903383        90.3382
  accept         0.50057          6.8326     0.00622372        6.22372         4349.25       0.747398        747.398        -1.64141      0.0906929        90.6928
  accept        0.499755          6.9005     0.00616397        6.16397         4342.13       0.748665        748.664        0.156472      0.0899373        89.9373
       1        0.499978         7.34123     0.00649264        6.49264         4350.87        0.74988         749.88        0.685436      0.0904138        90.4137
       2        0.500124         7.22282     0.00640433        6.40433            4344       0.742264        742.263       -0.319899      0.0908236        90.8236
       3        0.499928           7.219     0.00645982        6.45982         4352.14       0.746467        746.466        -1.09414      0.0898425        89.8424
       4        0.499786         7.15868     0.00635355        6.35355         4333.48       0.756065        756.065        0.550725      0.0901765        90.1764
       5        0.500104         7.05266     0.00631454        6.31454         4341.11       0.743918        743.918        -1.16537      0.0897479        89.7478
       6        0.500047         7.21722     0.00637726        6.37725         4342.39       0.743601        743.601         0.62757      0.0900536        90.0536
       7        0.499995         7.42836     0.00666007        6.66007         4331.67       0.740596        740.596       -0.583904      0.0895465        89.5465
       8        0.500177         7.13877     0.00635369        6.35369         4344.07       0.753668        753.668         -1.3086      0.0899175        89.9174
   total        0.499984          7.2227     0.00454559        6.42844         4342.45       0.528267        747.082       -0.325141      0.0636888        90.0696
