   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.522441          11.397     0.00925488        9.25487         2141.71        0.42987        429.869        0.522765      0.0689192        68.9191
    init        0.522256         11.5322     0.00953927        9.53926         2141.48       0.425972        425.972       -0.752789      0.0688144        68.8144
    init        0.522417         11.4677     0.00946445        9.46445         2140.75       0.424339        424.339        0.956053      0.0686879        68.6878
    init        0.522293         11.5793     0.00959269        9.59268          2135.7       0.419157        419.157        0.224537      0.0688377        68.8377
    init        0.522044         11.7771     0.00960305        9.60304         2138.13       0.428511        428.511        0.842921      0.0684881        68.4881
    init        0.522734         11.4493     0.00957555        9.57555         2137.96       0.425779        425.779        0.883798      0.0673841        67.3841
    init        0.522411         11.1992     0.00923438        9.23438          2144.5       0.428453        428.453        -1.33826      0.0693005        69.3004
    init         0.52216         12.1456      0.0100244        10.0244         2138.45       0.426444        426.444        0.398548      0.0678234        67.8234
    init        0.522388         11.0042     0.00943792        9.43791         2147.42       0.428472        428.472        0.211917      0.0688556        68.8556
    init        0.522297         11.2969     0.00945386        9.45385         2138.26       0.430463        430.462         1.51589       0.068539        68.5389
    init        0.522311         11.6559     0.00935888        9.35888         2149.93       0.430842        430.842        0.592187      0.0684898        68.4897
    init        0.522358          11.231     0.00919654        9.19654         2146.33       0.428612        428.612         1.67303      0.0686849        68.6849
    init        0.522361          11.313     0.00939148        9.39148         2148.65       0.428867        428.867        0.574365      0.0685457        68.5456
    init         0.52219          11.355     0.00940768        9.40767         2147.95       0.424483        424.483         1.07579      0.0683905        68.3904
    init        0.522229          11.134     0.00933643        9.33643         2144.89        0.43092         430.92        0.189423      0.0690819        69.0819
  accept        0.500102         11.9353     0.00980742        9.80741         2140.47        0.42514         425.14        -1.64218      0.0684402        68.4401
  accept        0.499855         11.2552     0.00934826        9.34825         2141.13       0.429067        429.067       -0.471812      0.0685052        68.5052
  accept        0.500001         11.4115     0.00942436        9.42436         2136.74       0.425218        425.218      -0.0361329      0.0686342        68.6341
       1        0.499953          11.743     0.00960937        9.60936         2140.25       0.425878        425.878      -0.0149642       0.068539         68.539
       2         0.50003         11.4058     0.00956076        9.56076         2136.62       0.425087        425.087       -0.162175      0.0678576        67.8576
       3        0.500121         11.6129     0.00946813        9.46812         2143.15       0.429669        429.669     -0.00134307      0.0684448        68.4447
       4          0.4998         10.8923      0.0089911        8.99109         2138.08       0.423218        423.218         1.74039      0.0686309        68.6308
       5        0.500254         11.4937      0.0093244        9.32439         2146.15       0.427249        427.249       0.0874308      0.0685942        68.5942
       6        0.499923         11.6708     0.00943084        9.43084         2139.08       0.423931        423.931        0.576629      0.0677631        67.7631
       7        0.499885         11.6308     0.00955799        9.55798         2137.91       0.419467        419.466       -0.368401      0.0687403        68.7403
       8        0.499928         11.5406     0.00968551        9.68551         2138.63       0.430195        430.195        0.232457      0.0684504        68.4503
   total        0.499893         11.4987     0.00668893        9.45958         2139.98       0.300986        425.659        0.262141      0.0483543        68.3833
