   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.518251         3.61559     0.00343038        3.43037         12046.4        1.66581        1665.81        -1.64272       0.132743        132.743
    init        0.518417         3.58896     0.00343841        3.43841         12057.7        1.67429        1674.29        0.168607        0.13281         132.81
  accept        0.499716         3.64902     0.00344997        3.44996         12081.3        1.68536        1685.36         0.18558       0.133662        133.662
       1        0.500139         3.59518     0.00343101        3.43101         12078.8        1.67929        1679.29          0.3258       0.132495        132.495
       2        0.500107         3.59664     0.00337796        3.37795         12078.8        1.68315        1683.15        0.351711       0.133409        133.409
       3        0.499895         3.60786     0.00339715        3.39714         12071.1        1.67264        1672.64         1.25254       0.132683        132.683
       4        0.499669         3.61928     0.00344411        3.44411         12063.8        1.68773        1687.73        0.942926       0.133517        133.517
       5         0.50049         3.62828     0.00344566        3.44565         12065.9        1.67625        1676.25        0.305189       0.132765        132.765
       6        0.499884         3.64017     0.00343713        3.43713         12065.2        1.67999        1679.98       -0.187802       0.132367        132.367
       7         0.50001         3.61102     0.00343923        3.43923           12080        1.68123        1681.23        0.867394       0.133092        133.092
       8        0.499997         3.67926     0.00346441        3.46441         12077.2        1.68869        1688.69      -0.0652904       0.133303        133.303
   total        0.499996         3.62236     0.00242553        3.43022         12072.7        1.18905        1681.57        0.444772      0.0940253        132.972
