   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.51976         27.9827      0.0142327        14.2327         280.495       0.132231        132.231        0.588727      0.0351787        35.1787
    init        0.519771         27.4091      0.0141484        14.1483         274.713       0.126899        126.899       -0.544812      0.0357546        35.7546
    init        0.519716         26.1817      0.0136653        13.6653         270.975       0.127249        127.249        0.965327      0.0365824        36.5824
    init        0.519866         27.9229      0.0144731        14.4731         282.668       0.130592        130.592      -0.0458384      0.0362091        36.2091
  accept         0.49944         28.1317      0.0144104        14.4104         268.342       0.125584        125.584         1.29047      0.0357164        35.7164
  accept        0.500363         27.5772      0.0137319        13.7319         272.112       0.126413        126.413        -0.15012      0.0359887        35.9887
  accept        0.500164         28.1143      0.0143047        14.3046         276.415       0.127418        127.418       -0.716368      0.0354184        35.4184
  accept        0.500156         27.9386      0.0141736        14.1736         272.214       0.125736        125.736        0.688964      0.0361104        36.1103
  accept        0.499642         28.7473      0.0139219        13.9219         275.077       0.126162        126.162        0.550065      0.0358924        35.8923
  accept        0.500255         27.7125      0.0139994        13.9993         272.466       0.124825        124.824        -1.34957      0.0357473        35.7473
  accept        0.500013         27.7608      0.0136993        13.6993         274.375       0.125699        125.699       -0.801515      0.0361488        36.1488
  accept        0.499867         27.4179      0.0139167        13.9167         276.856       0.125487        125.487       0.0308266      0.0355925        35.5925
       1         0.49986         27.7986      0.0144733        14.4733         280.025       0.126598        126.598       -0.226523      0.0368394        36.8394
       2         0.50007         27.9182      0.0139964        13.9964         274.299        0.12572         125.72       -0.598924      0.0360397        36.0397
       3         0.49984         27.6066      0.0141115        14.1115         274.659       0.125335        125.335         0.64886      0.0358332        35.8331
       4        0.500279         28.0724      0.0145655        14.5655         279.728       0.126068        126.068         1.21645      0.0367084        36.7084
       5        0.500014         27.3157      0.0139358        13.9358         273.168       0.123244        123.244        -1.95123      0.0362212        36.2212
       6        0.499918         27.4089      0.0137113        13.7113         273.341       0.124783        124.783        -0.25761      0.0364544        36.4544
       7        0.500048         27.3945      0.0141035        14.1035         276.587       0.125354        125.354      -0.0849512      0.0360229        36.0229
       8        0.499817         27.1431      0.0141686        14.1686         277.098       0.127929        127.929        -2.31034      0.0362412        36.2412
   total        0.500275         27.5822     0.00999785        14.1391         276.135      0.0888487        125.651       -0.444983      0.0256766        36.3121
