   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.517671         3.39397     0.00323136        3.23135         13430.6        1.81935        1819.35       -0.424649       0.137682        137.682
    init        0.517741         3.39778      0.0031973         3.1973         13440.3        1.82416        1824.16        0.325465       0.138365        138.365
  accept        0.500361         3.35612     0.00321174        3.21174           13445        1.84564        1845.64         1.10201       0.137697        137.697
  accept        0.499661         3.33641     0.00315719        3.15719         13466.8        1.81603        1816.03       -0.561645       0.138388        138.388
  accept        0.500153         3.37739     0.00321849        3.21849         13463.6        1.83169        1831.69        0.715847       0.139016        139.016
  accept        0.499767         3.36087     0.00320746        3.20746         13421.3        1.81928        1819.28         1.09664       0.138643        138.643
  accept         0.50008         3.36361     0.00318698        3.18698         13442.5         1.8411         1841.1       -0.132371       0.138849        138.849
       1        0.500312         3.37827     0.00319776        3.19776         13454.8        1.83001        1830.01        0.963959        0.13877         138.77
       2        0.499758         3.43144     0.00322165        3.22164         13431.9        1.82154        1821.54       -0.627467       0.138481        138.481
       3        0.499988          3.3801     0.00321028        3.21028         13447.6         1.8295         1829.5         1.30077       0.138111        138.111
       4        0.500105         3.38757     0.00322264        3.22264         13485.5        1.83755        1837.55         1.39993        0.13875         138.75
       5        0.499826         3.40535     0.00324369        3.24369         13454.4        1.83392        1833.92       0.0632896       0.138248        138.248
       6        0.500258         3.34884     0.00319255        3.19254         13474.6        1.83512        1835.12         1.57342       0.138875        138.875
       7        0.499987         3.44556     0.00322445        3.22445         13443.9         1.8277         1827.7          1.4239       0.139385        139.385
       8        0.499362         3.37254     0.00321029        3.21029         13418.3        1.81439        1814.39       0.0270042       0.138125        138.125
   total        0.500258         3.39411      0.0022739        3.21579         13451.6        1.29343        1829.18        0.768492      0.0980174        138.617
