   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500783           8.116     0.00746253        7.46252         9937.61       0.811887        811.887         3.13556      0.0918269        91.8269
    init        0.500807         7.99229     0.00727298        7.27298         9943.18       0.799675        799.675        0.101441      0.0906498        90.6498
       1         0.49994         8.11952     0.00737011        7.37011         9943.59       0.807164        807.164       -0.997592      0.0911018        91.1017
       2        0.500047          8.0268     0.00738444        7.38444         9934.85       0.803152        803.152       -0.548636      0.0910715        91.0714
       3        0.499852         8.34431     0.00775413        7.75412         9929.22       0.812994        812.993        -2.00388      0.0914579        91.4579
       4          0.5001         8.25468      0.0076295         7.6295         9940.16        0.81186         811.86         1.45441      0.0917543        91.7543
       5        0.500065         8.06335     0.00736332        7.36332         9932.08       0.804809        804.809       -0.506014      0.0925665        92.5665
       6        0.499968         8.08436     0.00746498        7.46498         9937.57       0.812798        812.797       -0.577509      0.0912436        91.2435
       7        0.499903         7.93868       0.007253        7.25299         9949.02       0.813814        813.814       -0.982864      0.0916983        91.6982
       8        0.500014         8.42919     0.00764423        7.64423         9936.69       0.802048        802.048       -0.332401      0.0907884        90.7883
   total         0.50027         8.15784     0.00529412        7.48701         9937.88       0.571707        808.516       -0.568503      0.0646717        91.4596
