   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.50052         11.5308       0.010167        10.1669         8297.17       0.610886        610.886         1.00629      0.0784051         78.405
    init        0.500572         11.4633       0.010054         10.054         8291.37       0.612453        612.453         1.66115      0.0780784        78.0784
    init        0.500447         11.6694      0.0104011        10.4011         8295.98       0.616683        616.683      -0.0988249       0.078038        78.0379
       1        0.500071         11.3935      0.0102538        10.2538         8301.11       0.613319        613.318       -0.533921      0.0797333        79.7332
       2        0.500037         11.6358      0.0100522        10.0522         8305.48       0.613228        613.228        -1.40584      0.0782875        78.2874
       3        0.499952         11.0017     0.00981298        9.81297          8320.5       0.617564        617.564        -1.60527      0.0793956        79.3955
       4        0.500082         11.1482       0.010051         10.051         8300.77        0.60722         607.22        0.434797      0.0781862        78.1862
       5        0.499934          11.351      0.0100734        10.0734         8316.96       0.618273        618.272       -0.532355      0.0799649        79.9648
       6        0.499987         11.5575      0.0104026        10.4026         8310.75       0.618089        618.089         -1.9244      0.0786523        78.6522
       7        0.499983          11.589       0.010091         10.091         8311.13       0.615609        615.609        0.655833      0.0790463        79.0463
       8        0.500024         11.7759      0.0103476        10.3476         8297.61       0.616047        616.046        -1.04537      0.0781825        78.1824
   total        0.499704          11.431     0.00717003          10.14         8308.04       0.434832        614.946       -0.740907      0.0558134         78.932
