   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499987         5.93286      0.0054885        5.48849         5190.71      0.0433935        43.3935        -98.3911     0.00251898        2.51897
    init        0.499917         5.99558     0.00529036        5.29036         5191.88      0.0655482        65.5481         98.4016     0.00244487        2.44487
    init        0.499918         5.90972     0.00521721         5.2172         5190.57      0.0596911        59.6911         98.3804      0.0028166        2.81659
    init        0.499936         85.4877      0.0109326        10.9326         5087.02      0.0402024        40.2024     -0.00485506     0.00225427        2.25427
       1        0.499952         86.3763      0.0094033        9.40329         5085.79      0.0356869        35.6869       0.0264589     0.00219996        2.19996
       2        0.500047         86.7025     0.00956187        9.56187          5085.9      0.0361373        36.1373     -0.00645331     0.00219024        2.19024
       3        0.499974         86.5117     0.00984805        9.84805         5085.41      0.0359134        35.9134      -0.0010997     0.00218845        2.18844
       4        0.500023         85.9314      0.0102967        10.2967         5087.07      0.0367783        36.7783       0.0166675     0.00224578        2.24578
       5        0.499966         86.1207       0.010017         10.017         5086.08      0.0361291        36.1291     -0.00970121     0.00221805        2.21805
       6        0.499992         86.4517     0.00939908        9.39908         5085.73       0.035632        35.6319      0.00546712     0.00220622        2.20622
       7        0.500057         86.3798     0.00982027        9.82026         5085.75      0.0365005        36.5005     -0.00300507     0.00220405        2.20405
       8        0.499935         85.7281      0.0106161        10.6161         5086.47      0.0365049        36.5049       0.0157895     0.00224378        2.24378
   total        0.500344         86.2757     0.00698823        9.88284         5086.02      0.0255716        36.1637      0.00511706      0.0015641        2.21197
