   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499355         55.1721     0.00771175        24.3867          5431.3      0.0444476        140.555         6.45377     0.00979445        30.9728
    init        0.499421         56.2163     0.00739702        23.3914         5428.66      0.0440548        139.313         1.48921     0.00889326         28.123
    init        0.499442         55.0847     0.00772083        24.4154         5432.87      0.0451001        142.619         3.72978     0.00988763        31.2674
    init        0.499305         54.6558      0.0077819        24.6085         5431.27      0.0445587        140.907       -0.567399      0.0100745        31.8583
    init        0.499366         53.9154     0.00788234        24.9262         5434.05      0.0450048        142.318        -1.42171      0.0112133        35.4596
    init        0.499358         56.4115     0.00736975        23.3052         5429.05      0.0443476         140.24        -5.57942     0.00833702         26.364
    init        0.499403           51.74     0.00820283        25.9396         5440.18       0.045383        143.514        -1.05187      0.0121965        38.5687
    init        0.499316         54.3606     0.00790661        25.0029          5433.5      0.0449135        142.029         6.42245      0.0105126        33.2439
    init        0.499338         53.3023     0.00807297         25.529         5435.02      0.0446289        141.129       -0.310709      0.0111713        35.3267
    init        0.499342         50.9766      0.0083374        26.3652         5440.88       0.045183        142.881         6.96664      0.0127449         40.303
    init        0.499256          53.478     0.00798145        25.2396         5435.36      0.0450048        142.318        -3.71886      0.0114259        36.1317
    init        0.499369         54.1284     0.00791443        25.0276         5433.06      0.0447374        141.472       -0.266258      0.0109609        34.6615
    init        0.499384          50.445      0.0084597        26.7519         5441.35       0.045499        143.881         4.73504      0.0134403         42.502
    init        0.499335         55.0612     0.00773945        24.4743         5431.25      0.0444271        140.491         2.60068      0.0101152        31.9872
    init        0.499467         51.1321     0.00831105        26.2818         5440.56      0.0452818        143.194        -5.63568      0.0127944        40.4596
    init        0.499438          54.154     0.00793322         25.087         5433.28      0.0445958        141.024       -0.867243      0.0111539        35.2718
    init        0.499381         51.5769     0.00830563        26.2647         5439.21      0.0450518        142.466        -2.34929      0.0128169        40.5305
    init        0.499329         54.9438     0.00767877        24.2824         5431.51      0.0444566        140.584        -4.10381      0.0101117        31.9759
    init        0.499333         55.7612     0.00754022        23.8443         5429.01      0.0440619        139.336        -1.24532     0.00956838        30.2579
    init        0.499332          53.607     0.00803335        25.4037         5434.82      0.0449716        142.213          6.7267       0.011162        35.2974
