   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501392         2.88718     0.00278566        2.78566         23808.7        2.17013        2170.13       0.0591409       0.154275        154.275
       1        0.500013         2.92993     0.00280039        2.80038         23777.6        2.17352        2173.52        0.163297       0.154383        154.383
       2        0.499926         2.92538     0.00278578        2.78578         23796.2         2.1724        2172.39       -0.548628       0.153682        153.682
       3         0.49996         2.87827     0.00275925        2.75925         23776.1         2.1706         2170.6        -1.19039       0.154056        154.056
       4        0.500065         2.92861     0.00280145        2.80145         23764.3        2.18353        2183.53       -0.224116       0.154009        154.008
       5        0.499864         2.94407     0.00282961        2.82961         23765.7        2.18384        2183.84       -0.335629       0.153795        153.795
       6        0.500064         2.92626     0.00280521        2.80521         23776.8        2.16793        2167.93       -0.662856       0.153685        153.685
       7        0.499907         2.93128     0.00281976        2.81976         23769.8        2.17547        2175.47       -0.581862       0.154363        154.363
       8        0.500132         2.88202     0.00277343        2.77343         23795.9        2.17258        2172.58        -1.41495       0.154045        154.045
   total        0.500462         2.91855     0.00197801        2.79732         23777.3        1.53798        2175.03       -0.577741       0.108886        153.988
