   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500033         39.5722      0.0240464        24.0464         5776.27       0.228187        228.186         2.80776      0.0453758        45.3757
    init        0.500013         36.3743      0.0236014        23.6014         5785.54        0.22793         227.93        -3.88914       0.049114         49.114
    init        0.499966         34.1875      0.0232176        23.2176         5799.31       0.234406        234.405        -5.32548      0.0521025        52.1024
    init        0.499939         34.5441      0.0233724        23.3724          5792.4       0.228902        228.902         3.02145      0.0518884        51.8884
    init        0.500003         36.7565      0.0241549        24.1549         5782.18       0.226294        226.294        -3.10898      0.0470688        47.0688
    init         0.50002          38.391      0.0243491        24.3491         5782.54        0.23607         236.07        -4.94019      0.0470405        47.0405
    init        0.499979         34.7157        0.02339          23.39         5793.47       0.233121        233.121         2.76319      0.0500479        50.0479
    init        0.499998         36.4118      0.0241352        24.1352         5780.96       0.226738        226.738         1.33001      0.0452759        45.2759
    init        0.500061         36.5721      0.0228811        22.8811         5787.81       0.228666        228.666        -12.1476      0.0480774        48.0773
    init        0.499995         36.7863      0.0248028        24.8028         5787.42       0.228754        228.753        -5.66245      0.0495021        49.5021
    init        0.499993          36.323      0.0240292        24.0292         5788.78       0.231958        231.958        -2.63761        0.04919          49.19
    init         0.50006         33.7687      0.0245175        24.5175         5793.48       0.232957        232.957        -1.31205      0.0539777        53.9777
    init        0.500021         37.6797      0.0239711        23.9711         5782.76       0.228647        228.647        -5.28989      0.0461118        46.1117
    init        0.500043         34.6272      0.0245809        24.5809         5789.81       0.230311        230.311        -2.86462      0.0516868        51.6867
    init        0.499927         37.3636      0.0233393        23.3393         5791.84       0.242498        242.498          5.5018      0.0464826        46.4826
    init        0.500024         35.0538      0.0247569        24.7569         5784.05       0.227691        227.691         2.88089      0.0554746        55.4746
    init        0.499985         36.7018      0.0240429        24.0429         5797.22       0.235419        235.419          5.2568      0.0484044        48.4043
    init        0.499959         34.3112      0.0237229        23.7229         5792.55       0.231959        231.959        -4.92243      0.0492781         49.278
    init        0.500011         35.7688      0.0241495        24.1495         5791.91       0.233201        233.201        0.774626      0.0501857        50.1857
    init        0.500054         32.3835      0.0236126        23.6126         5794.49       0.232857        232.857        -3.81908      0.0547415        54.7415
    init        0.499968         37.3858      0.0237111        23.7111         5783.26       0.234813        234.813         4.25652      0.0488471        48.8471
    init        0.500001         31.5384       0.023955         23.955         5804.75       0.231307        231.306          2.0163      0.0562968        56.2967
    init        0.500017         35.8253      0.0238763        23.8763         5786.95       0.228137        228.137        -2.95595      0.0515561        51.5561
    init        0.500013          35.571      0.0238666        23.8666         5788.42       0.230429        230.429       -0.439434      0.0500792        50.0792
    init        0.499961         37.4323      0.0235668        23.5668         5785.51       0.226171        226.171       -0.230219      0.0460911        46.0911
    init        0.499972         37.6909      0.0239119        23.9119         5780.16       0.230981        230.981         1.63699      0.0449952        44.9952
    init        0.500009         38.1818      0.0246591        24.6591         5777.85       0.230531        230.531        -4.74418      0.0469764        46.9764
    init        0.500024          39.347      0.0243246        24.3246         5778.48       0.233048        233.048        -4.54091      0.0449991        44.9991
    init        0.500034         37.2995      0.0241441         24.144         5786.64       0.232958        232.958        -1.03488      0.0462563        46.2563
    init        0.500029         36.7356      0.0242444        24.2444         5790.21       0.236476        236.475         -2.0492      0.0498475        49.8475
    init        0.500044         35.8341      0.0231317        23.1317         5789.51        0.22848         228.48        -1.87215      0.0492227        49.2226
    init        0.499967         36.1681      0.0244832        24.4831         5790.24       0.231181        231.181         6.91404      0.0511366        51.1366
    init         0.50002         34.2611      0.0246458        24.6458         5789.36       0.226094        226.094        -6.84744      0.0514456        51.4456
    init        0.499943         37.6335      0.0241482        24.1482         5782.65       0.232017        232.016         1.88493      0.0466475        46.6475
    init        0.499984         33.2936      0.0241083        24.1083         5794.73       0.232054        232.054        -3.14415      0.0519775        51.9775
    init        0.499982         39.5613      0.0231191        23.1191         5773.69       0.227842        227.842         4.39098      0.0424525        42.4524
    init        0.500064         34.4508      0.0237197        23.7197         5790.86       0.227148        227.147         1.22733      0.0488688        48.8687
    init        0.500017         34.7898      0.0239235        23.9235         5788.67       0.232276        232.276        0.525314      0.0509177        50.9177
    init        0.499969         40.3413      0.0245739        24.5739         5768.27       0.225737        225.737         1.11343      0.0427692        42.7692
    init        0.500059         38.2773       0.023943         23.943         5774.77       0.228267        228.267        -1.10514      0.0472621        47.2621
    init         0.50008         38.3479      0.0243621        24.3621         5777.46       0.229307        229.307          2.4908        0.04485        44.8499
    init        0.500101         39.3095      0.0233472        23.3472         5785.83       0.232632        232.632        -1.93838      0.0447008        44.7008
    init        0.500035         33.9213      0.0242209        24.2209         5798.02       0.233915        233.915        -5.98077      0.0521717        52.1717
    init        0.500037         33.3921      0.0229883        22.9883         5800.62       0.234088        234.088        -2.36945      0.0523154        52.3154
    init        0.499999         36.9067      0.0237994        23.7994         5784.47       0.230326        230.326        -7.51499      0.0488089        48.8089
    init        0.499982         37.7485      0.0241564        24.1564         5786.03       0.229624        229.624         2.91049      0.0470262        47.0262
    init         0.49994         37.8358      0.0237096        23.7096         5787.59       0.231329        231.329        -2.94841      0.0459337        45.9337
    init        0.500043         36.9738      0.0236222        23.6222         5785.51        0.23254         232.54         4.05562      0.0468225        46.8225
    init        0.500006         35.8261      0.0232077        23.2077         5794.82       0.229879        229.878          3.5545      0.0483024        48.3024
    init        0.499947         37.6108      0.0238899        23.8899         5779.22       0.230442        230.441        -5.44484      0.0474789        47.4789
    init        0.499953         39.1323       0.025039        25.0389         5783.18       0.232278        232.278         4.12728      0.0486258        48.6258
    init        0.499933         35.8712      0.0241494        24.1494         5787.25        0.22759         227.59         13.5769      0.0467708        46.7708
    init        0.499965         35.5303      0.0239289        23.9289         5799.07       0.237889        237.889         4.73304       0.052688         52.688
    init        0.499995         38.5734      0.0235505        23.5505         5774.82       0.226008        226.008        -6.36864       0.048254         48.254
    init        0.500053         35.2267       0.023615         23.615         5790.63       0.227754        227.754         1.35798      0.0488865        48.8865
    init        0.500001         36.0858      0.0232172        23.2172         5791.39       0.230777        230.777         2.28638      0.0505153        50.5152
    init        0.500035         35.5389      0.0237773        23.7773         5788.09       0.228297        228.297        -6.02497      0.0490311        49.0311
    init        0.499934         38.4569        0.02383          23.83         5785.19       0.232414        232.413         6.28175      0.0472197        47.2196
    init        0.499964         35.5844      0.0241361         24.136         5789.42       0.225542        225.541        -2.07995       0.052633        52.6329
    init        0.500024         37.2939       0.023691         23.691         5795.08       0.235747        235.747        -4.47188      0.0483098        48.3098
    init         0.49999         39.2266       0.023704         23.704         5775.03       0.228936        228.936         1.54231      0.0430265        43.0265
    init        0.499936         35.0612      0.0238354        23.8354         5783.74       0.227175        227.175       -0.708616      0.0516972        51.6971
    init        0.499995         37.4384       0.024343         24.343         5780.02       0.230319        230.319        -4.20997      0.0475931        47.5931
    init        0.500022         32.8215      0.0243613        24.3613         5799.63       0.235498        235.497         2.88689      0.0553492        55.3491
    init        0.500021         38.6426      0.0239959        23.9958         5782.32       0.232442        232.441        0.369415      0.0471234        47.1234
    init        0.499936         35.1945      0.0234303        23.4303         5787.69       0.229397        229.396         1.16259      0.0468437        46.8437
    init        0.500016         35.7722      0.0237313        23.7313         5785.65       0.230039        230.039        -2.65146      0.0477493        47.7493
    init        0.499973         38.5055      0.0244644        24.4644         5780.84       0.233741        233.741         1.54765      0.0464955        46.4954
    init         0.50003         34.2818       0.024309         24.309         5798.28       0.231234        231.234        -3.49695      0.0531081        53.1081
    init        0.500043         34.3222      0.0230283        23.0283         5799.93       0.234163        234.163        -1.57595      0.0499968        49.9968
    init        0.499992         38.0085      0.0241197        24.1197         5779.85       0.231564        231.564        -3.39289      0.0487398        48.7398
    init        0.499997         35.8558       0.023747         23.747         5785.71       0.228346        228.346      -0.0105135      0.0477427        47.7427
       1        0.500008         35.6031      0.0242773        24.2773          5795.8       0.232939        232.939        -7.59571      0.0530889        53.0889
       2        0.500018         38.4998      0.0242193        24.2193         5777.53       0.229674        229.674         -2.8228      0.0468549        46.8549
       3        0.499951         33.7305      0.0239221        23.9221         5798.49       0.229266        229.266      -0.0379448      0.0524056        52.4055
       4        0.500046         38.4649      0.0239198        23.9198         5778.17       0.229044        229.043        0.687316       0.046962         46.962
       5        0.499942         37.5252      0.0238857        23.8856         5786.36       0.230724        230.724         3.06841      0.0446811        44.6811
       6        0.500074         36.0293      0.0235646        23.5646         5796.22       0.227033        227.033        0.262004      0.0491395        49.1395
       7        0.499959         34.9143      0.0241544        24.1544         5792.36       0.231597        231.597         4.71401      0.0497977        49.7977
       8        0.500064          39.897       0.023051         23.051         5776.45       0.227022        227.022       -0.925726      0.0429233        42.9233
   total        0.499824         36.8332      0.0169406        23.9577         5787.68       0.162528        229.849       -0.330113      0.0342752        48.4725
