   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.498231         56.9394      0.0229289        22.9289          5425.2       0.141584        141.583        -6.11054       0.024897         24.897
       1        0.499961         57.6833      0.0226729        22.6729         5428.49       0.141381        141.381          4.9769      0.0268632        26.8632
       2        0.500014         45.3991      0.0293042        29.3042          5451.3       0.144787        144.786        -11.4448      0.0525866        52.5866
       3        0.499972         59.1755      0.0210657        21.0657         5422.01       0.136781        136.781        -2.24497      0.0168004        16.8004
       4        0.500092          61.828      0.0187358        18.7358         5417.57       0.134506        134.506        0.111016      0.0092543         9.2543
       5         0.49993         57.0616      0.0228928        22.8928         5425.71        0.13885         138.85        -7.13312       0.026456        26.4559
       6        0.500023         58.4727      0.0201506        20.1506         5421.55       0.134514        134.514       -0.778434      0.0123598        12.3598
       7        0.500035         45.5069      0.0288691        28.8691         5451.63       0.144329        144.329        -27.3208      0.0430095        43.0095
       8        0.499889         47.7881      0.0261695        26.1695         5448.07       0.144084        144.084        -9.34612      0.0403183        40.3182
   total        0.499838         54.4283      0.0164272        24.6408          5432.4      0.0938221        140.733        -6.58704      0.0216545        32.4817
