   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.500797         9.60238      0.0086919         8.6919         9100.46       0.715307        715.307         2.85565      0.0851443        85.1443
       1        0.499894         9.72826     0.00874481        8.74481         9093.05       0.712194        712.193        -2.08167      0.0856417        85.6417
       2        0.500066         9.59414     0.00860777        8.60776         9102.55       0.716502        716.502          2.5198      0.0853576        85.3576
       3        0.499963         9.85654     0.00886474        8.86473         9090.45        0.71368        713.679        0.192814      0.0838947        83.8947
       4         0.50006         9.41028     0.00859514        8.59514         9107.05       0.715404        715.404         1.35698      0.0843917        84.3917
       5         0.49995         9.50025     0.00854732        8.54731         9096.82       0.710546        710.546      -0.0694762      0.0850419        85.0419
       6        0.500026         9.61197     0.00848319        8.48319         9096.97       0.707502        707.502        -1.35366      0.0859308        85.9308
       7        0.499876         9.73178     0.00893499        8.93498         9104.93       0.710673        710.672        0.313076      0.0845725        84.5725
       8        0.500085         9.70127     0.00870658        8.70657         9107.76       0.712696        712.696       -0.371912      0.0861114        86.1113
   total         0.50021          9.6376     0.00579247         8.6887         9100.14       0.475125        712.687        0.372842      0.0567582        85.1373
