   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.502567         4.37736     0.00417817        4.17817         15934.7        1.43522        1435.22        0.171551       0.124664        124.664
       1        0.499897          4.3243     0.00408849        4.08849           15947        1.44087        1440.87       -0.615054       0.125221        125.221
       2        0.500037         4.31495     0.00409228        4.09228         15945.1         1.4337         1433.7        -1.35484       0.125561        125.561
       3         0.50005         4.33913     0.00408712        4.08712         15947.5        1.43495        1434.94        0.360594       0.126085        126.084
       4         0.49995          4.4101     0.00417523        4.17523         15942.4        1.44188        1441.88       -0.749131       0.125692        125.691
       5         0.50009         4.28235     0.00402923        4.02923         15949.5        1.43921        1439.21         1.30809       0.125532        125.532
       6        0.499991         4.30957     0.00409835        4.09835         15940.9        1.43719        1437.19        0.305785       0.125182        125.182
       7        0.499913         4.31352     0.00407348        4.07348         15925.6        1.44106        1441.06        0.385757       0.125015        125.015
       8        0.500054         4.34382     0.00414162        4.14162         15923.5        1.43689        1436.89        -0.46125       0.125021        125.021
   total        0.500061         4.33554      0.0027385        4.10775         15939.4       0.958571        1437.86       -0.103075      0.0835646        125.347
