   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.50216         5.22663     0.00490268        4.90268         13747.9        1.21748        1217.48        0.293716       0.114059        114.059
       1             0.5         5.12265     0.00483265        4.83265         13764.6        1.21438        1214.38         1.94376        0.11518         115.18
       2        0.499963         5.14476     0.00483836        4.83835         13750.2        1.21906        1219.06        0.397166       0.114277        114.277
       3        0.500022         5.15347     0.00483114        4.83114         13749.8        1.21238        1212.38        0.561125       0.114351        114.351
       4        0.499997         5.12268     0.00485322        4.85322         13734.4        1.21157        1211.57       -0.148164       0.114748        114.748
       5        0.499938         5.17184      0.0048511         4.8511         13739.1        1.21329        1213.29        0.959871       0.114874        114.874
       6        0.500088         5.16703     0.00490214        4.90213         13760.3         1.2127         1212.7        0.976551        0.11425         114.25
       7        0.499876         5.12873     0.00484647        4.84647         13761.5        1.22951        1229.51         1.52361       0.115284        115.284
       8        0.500188         5.14333     0.00490646        4.90646           13762        1.22167        1221.67        0.158701       0.114719        114.719
   total        0.499929         5.15353     0.00324222        4.86333         13752.1       0.811292        1216.94        0.716614      0.0764154        114.623
