   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.502914          3.8002     0.00359423        3.59423         18350.3        1.67397        1673.97       -0.839827       0.135172        135.171
       1        0.500005         3.72033     0.00355713        3.55713         18338.9        1.67195        1671.94        0.565784       0.134556        134.556
       2        0.499906         3.76772     0.00358431        3.58431         18333.4         1.6609         1660.9        0.236849       0.134824        134.823
       3        0.500094         3.73692     0.00354524        3.54524         18329.6        1.67454        1674.54       -0.142988       0.134889        134.889
       4        0.499975         3.73377     0.00354601        3.54601         18344.5        1.67686        1676.86        0.548874       0.135328        135.328
       5        0.499896         3.76979     0.00361809        3.61809         18340.8        1.67345        1673.45         1.55134       0.135167        135.167
       6        0.500067         3.80851     0.00363515        3.63515         18327.8        1.67974        1679.73        -1.82301        0.13489         134.89
       7        0.499945         3.77163     0.00354702        3.54701         18322.6        1.67007        1670.07        0.500295       0.135024        135.024
       8        0.500052         3.73537      0.0035707         3.5707         18326.9        1.66424        1664.24         1.07815       0.135032        135.032
   total        0.500752         3.76083     0.00238583        3.57874         18334.7         1.1143        1671.45         0.16848      0.0899895        134.984
