   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.501137         8.38889     0.00768813        7.68812         9941.25       0.806131        806.131        -1.28596       0.091562         91.562
       1        0.499947         8.43078      0.0078107        7.81069         9929.68       0.813097        813.096       -0.109849      0.0913066        91.3066
       2        0.499988         8.34056     0.00763491         7.6349         9937.65       0.809065        809.065        -2.43855        0.09092          90.92
       3        0.500002         8.31067     0.00762926        7.62925         9928.31       0.804274        804.274        0.866379      0.0908601          90.86
       4        0.500033         8.21021     0.00747573        7.47572         9939.73       0.804597        804.597       -0.929802      0.0914089        91.4089
       5        0.500041         8.22039     0.00753633        7.53633         9960.87       0.813476        813.475        0.437093      0.0918617        91.8617
       6        0.499911          8.2061     0.00754111        7.54111         9939.21       0.810176        810.175       -0.978081      0.0911706        91.1706
       7        0.499995         8.25776     0.00747271         7.4727         9945.59       0.803112        803.111         0.10439      0.0917152        91.7152
       8        0.499938         8.38598     0.00764301          7.643         9929.79       0.809777        809.777       -0.487427      0.0902774        90.2773
   total        0.500234         8.30566     0.00506957        7.60435         9939.06       0.538824        808.236       -0.543025       0.060822         91.233
