   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.503329         2.90846     0.00279672        2.79672         23770.8        2.16917        2169.17         1.42329       0.154027        154.027
       1        0.500142         2.91075     0.00277763        2.77763           23788        2.18888        2188.88       -0.615976       0.153929        153.929
       2          0.4999         2.88451      0.0027578         2.7578         23770.4        2.17395        2173.95        0.305784       0.153377        153.377
       3         0.49998         2.94105     0.00284048        2.84048         23775.3        2.17411        2174.11        -1.66474       0.153476        153.476
       4        0.499999          2.8893     0.00278311        2.78311         23770.3        2.17568        2175.68        -1.21058         0.1539          153.9
       5        0.499928           2.934      0.0028124         2.8124         23782.7        2.18562        2185.61      -0.0709087       0.153179        153.179
       6        0.499936          2.9048     0.00279591        2.79591         23767.7        2.16324        2163.24      -0.0959329       0.154047        154.047
       7        0.500203          2.9313     0.00281342        2.81341         23784.8        2.17511        2175.11       -0.452987       0.153725        153.725
       8        0.499943         2.90466     0.00276014        2.76014         23786.1        2.18057        2180.57      -0.0951757       0.154142        154.142
   total        0.500287         2.91232      0.0018622        2.79329         23777.5        1.45134        2177.01       -0.304988       0.102501        153.752
