   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.500347         11.7131      0.0102445        10.2445         8299.48       0.614841        614.841       0.0791683      0.0790148        79.0148
       1        0.500043         11.6926      0.0104017        10.4017         8304.46       0.611949        611.948        -1.89588      0.0790692        79.0691
       2        0.499977         11.4852      0.0100827        10.0827         8309.89       0.622466        622.465       -0.818345      0.0768919        76.8919
       3        0.500038         11.2704      0.0099855        9.98549         8303.44       0.617179        617.179         1.44964      0.0786631         78.663
       4        0.499917         11.1957      0.0101409        10.1409         8309.78       0.619036        619.035         2.00026      0.0792978        79.2978
       5        0.500128         11.5829      0.0102693        10.2693         8308.06        0.61908         619.08        0.276003      0.0786344        78.6343
       6        0.499962          11.781      0.0103606        10.3606          8304.1       0.619873        619.873       -0.840614      0.0785809        78.5809
       7        0.499878         11.3455     0.00988563        9.88563         8306.93       0.618786        618.786         1.87557      0.0781976        78.1976
       8        0.500106         10.8759     0.00975019        9.75019         8318.82       0.622501        622.501       -0.507026      0.0793788        79.3788
   total        0.500418         11.4383     0.00675378        10.1307         8307.18       0.412298        618.447        0.181295      0.0524315        78.6473
