   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.498648         36.6595      0.0241431        24.1431         5794.35       0.235533        235.533         6.31567      0.0485024        48.5023
       1        0.500077         36.4608      0.0243172        24.3172         5785.27       0.230123        230.123         -3.7047        0.05231        52.3099
       2        0.500056         34.8591      0.0234343        23.4343         5791.45       0.227338        227.338        -6.45656      0.0508288        50.8288
       3        0.499853         34.7705      0.0236153        23.6153         5788.03       0.226404        226.403         -4.5028      0.0509261        50.9261
       4        0.500058         34.9842      0.0232589        23.2589         5789.87       0.226062        226.062        -2.80973      0.0512975        51.2975
       5         0.49997         38.6332      0.0241259        24.1259         5785.74       0.231509        231.509       -0.114035      0.0498629        49.8629
       6        0.500005         38.6891      0.0239593        23.9593         5778.48       0.225501        225.501        -7.40808      0.0453471        45.3471
       7        0.500037         36.2762      0.0235125        23.5125         5788.46       0.231051        231.051        -7.76546      0.0476626        47.6626
       8        0.499996         37.0027      0.0247088        24.7088         5775.22       0.224638        224.638         2.09777      0.0457791        45.7791
   total        0.499827         36.4818      0.0159617        23.9426         5786.31       0.152507        228.761        -2.70691      0.0329502        49.4254
