   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500973          6.2044     0.00584394        5.84393           11755        1.00826        1008.26         0.12381       0.103744        103.744
       1         0.50006          6.2688     0.00579926        5.79926         11767.3        1.01876        1018.76         1.29344       0.103466        103.466
       2        0.499945         6.27809     0.00591422        5.91421         11753.9        1.00344        1003.44       -0.733427       0.103762        103.762
       3        0.500031         6.32658     0.00587964        5.87964           11754        1.00505        1005.05       -0.808978       0.102954        102.954
       4        0.499895         6.43903     0.00598978        5.98978         11750.3        1.00539        1005.39        0.221762       0.103937        103.937
       5        0.500199         6.32261     0.00591868        5.91867         11751.3        1.01612        1016.11        -0.84319       0.103467        103.467
       6         0.49989         6.30876     0.00581508        5.81508         11757.2        1.01702        1017.02       -0.128021       0.104386        104.386
       7        0.500033         6.24359      0.0058327         5.8327         11753.9        1.01437        1014.37      -0.0899464       0.103515        103.515
       8        0.499988         6.40056     0.00596891         5.9689         11746.7        1.00372        1003.72        -1.82332       0.102795        102.795
   total        0.500197         6.32346     0.00416553        5.89095         11754.3       0.714474        1010.42       -0.372253      0.0732245        103.555
