   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500456         14.0355       0.012106         12.106         7569.54       0.521468        521.468         2.66135      0.0720458        72.0458
    init        0.500453         14.3607       0.012158         12.158         7557.26       0.517692        517.692         2.69946      0.0720592        72.0592
    init        0.500317         14.3891      0.0122029        12.2029         7551.26       0.516354        516.354       -0.677248      0.0718432        71.8432
    init        0.500371         15.1463      0.0126885        12.6885         7550.16        0.51886         518.86        0.698902      0.0711261         71.126
    init        0.500414         14.3641      0.0122929        12.2929         7568.93       0.523731        523.731        0.348792      0.0730879        73.0878
    init        0.500418         14.7472      0.0125888        12.5888         7553.49       0.524837        524.837         1.76048      0.0723633        72.3633
    init        0.500477         14.4266       0.012616         12.616          7564.8       0.523837        523.836       -0.862143      0.0713084        71.3084
    init        0.500345          14.186      0.0121496        12.1496         7566.56       0.521036        521.036         1.25049      0.0705544        70.5544
    init        0.500384         14.2486      0.0123986        12.3986         7560.27       0.526005        526.005        -2.86357       0.071095         71.095
    init        0.500371         14.1656      0.0126984        12.6984         7559.36        0.52105         521.05         2.66108      0.0723204        72.3203
    init        0.500455         14.9403      0.0127684        12.7684         7551.82       0.520556        520.556         2.67762      0.0710735        71.0735
    init        0.500368         14.1282      0.0124923        12.4923         7559.05       0.515189        515.189        -1.24046      0.0710246        71.0246
    init        0.500339         14.3411      0.0125021        12.5021         7573.17       0.523314        523.313        -1.88196        0.07278        72.7799
    init        0.500408         14.7478      0.0125468        12.5468         7571.07       0.516864        516.864      -0.0751673      0.0722254        72.2254
       1        0.499986         14.4769      0.0123182        12.3182         7555.13       0.523693        523.693        0.312022      0.0714132        71.4132
       2        0.499932         15.0166      0.0128944        12.8944         7547.97       0.529022        529.022       -0.125268      0.0722191        72.2191
       3        0.500108         14.0109      0.0122221        12.2221         7558.17       0.523546        523.546         1.33975      0.0719461        71.9461
       4        0.499877         14.4991      0.0124085        12.4085         7567.28       0.515374        515.374        -2.65711      0.0719481        71.9481
       5        0.500071         14.4508      0.0125354        12.5354         7552.59       0.523246        523.246         1.16473      0.0712749        71.2749
       6        0.500003         13.9003      0.0121859        12.1859         7569.93       0.521691         521.69        0.344384      0.0729306        72.9305
       7        0.499989         14.5368      0.0125834        12.5834         7560.11       0.522021        522.021         3.52304      0.0707942        70.7942
       8        0.499977          14.801      0.0126135        12.6134         7568.43       0.522217        522.217         1.00263      0.0712776        71.2776
   total         0.50051          14.461     0.00882225        12.4765         7559.99       0.369584        522.671        0.610013      0.0507377        71.7539
