   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501205         3.06991     0.00293178        2.93178         22332.9        2.04147        2041.47        0.121582       0.149033        149.033
       1        0.500136         3.06157     0.00293305        2.93304         22336.6        2.04794        2047.94        0.168521       0.149496        149.496
       2        0.500021         3.10357     0.00297517        2.97517         22347.6        2.06061        2060.61         0.77261       0.149171        149.171
       3        0.499946         3.06899     0.00293141        2.93141         22357.8        2.04985        2049.84        0.661939       0.150147        150.147
       4        0.499917         3.09028     0.00298574        2.98574         22339.7        2.04649        2046.49        0.510692       0.149215        149.215
       5        0.500069         3.10614     0.00296984        2.96984         22336.6        2.05013        2050.12        0.594143       0.149853        149.853
       6        0.499994         3.09862     0.00297556        2.97556         22333.7        2.04614        2046.14        0.792071       0.148745        148.745
       7        0.500074         3.08814     0.00295685        2.95685         22331.3        2.04213        2042.13       -0.420236        0.14994         149.94
       8        0.500087         3.10912     0.00297954        2.97954         22363.5        2.05051        2050.51        0.441137       0.149215        149.214
   total        0.500143         3.09081     0.00209573        2.96381         22343.4         1.4492        2049.48        0.424793        0.10571        149.496
