   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.520432          7.4504      0.0274349        7.02329         10794.6         3.5364        905.311         6.77583       0.393929        100.845
       1        0.501129         6.78096      0.0234002         5.9904         10850.4         3.6063        923.205        -1.77478       0.376343        96.3431
       2        0.499847         7.37205      0.0273297        6.99634           10797        3.56896        913.646         5.64704       0.376479        96.3779
       3        0.499725         7.25738      0.0259221        6.63602         10869.4        3.53225        904.249        -2.47916       0.368794        94.4105
       4        0.498932         7.16456       0.026223        6.71303         10789.9        3.53203        904.193        -2.48592       0.384457        98.4202
       5        0.501389         7.36307      0.0269486         6.8988         10814.4        3.47778        890.305        -3.44969       0.383716        98.2305
       6        0.500397         7.40631      0.0269013        6.88669         10789.8        3.58721        918.319        0.655747       0.375476         96.121
       7        0.499481         7.39964      0.0269402        6.89664         10823.3        3.57975         916.41         2.88306       0.368231        94.2664
       8        0.499313         7.65232      0.0278966        7.14148         10789.2        3.45672        884.913         3.48202       0.379969        97.2714
   total        0.502692         7.31709      0.0177347         6.8101         10814.1        2.36261         907.24         1.09106       0.252609        97.0016
