   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501145         5.22634     0.00493665        4.93664         13728.7        1.22011        1220.11          1.2364       0.114731        114.731
    init        0.501117         5.20512     0.00490373        4.90372         13757.6        1.21882        1218.82        0.746079       0.115038        115.038
    init        0.501062         5.12293     0.00484603        4.84603         13732.8        1.22262        1222.62        0.318319       0.114994        114.994
       1        0.499984         5.15315     0.00483835        4.83835         13738.7        1.21265        1212.65        0.729306       0.113961        113.961
       2        0.500068         5.16117     0.00490575        4.90575           13758        1.22152        1221.52       -0.488667       0.115027        115.026
       3        0.500038         5.20248     0.00491607        4.91607         13758.9        1.21217        1212.17       -0.936999        0.11515         115.15
       4        0.499938          5.2348     0.00490483        4.90483         13759.6        1.21753        1217.53        0.309522       0.114933        114.933
       5        0.500044         5.26394     0.00496328        4.96327         13747.3        1.21886        1218.86        0.269926       0.114475        114.474
       6        0.499989         5.11298     0.00484175        4.84175         13750.2         1.2149        1214.89       -0.167431       0.113776        113.776
       7         0.50003         5.26413     0.00489489        4.89488         13752.3        1.22355        1223.55        0.343139       0.114398        114.398
       8        0.499972         5.18452     0.00483471        4.83471         13739.9        1.22267        1222.67       0.0589424       0.115087        115.087
   total        0.500022          5.1967     0.00345638        4.88806         13750.6       0.861354        1218.14     -0.00214725      0.0810427        114.612
