   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499949         43.1648      0.0282349        28.2348          5459.8       0.152235        152.235         4.38338       0.053985         53.985
    init         0.49995         33.7367      0.0288192        28.8192         5476.79       0.147861        147.861        -40.0304      0.0547313        54.7313
    init        0.500019         61.1197      0.0201344        20.1344         5416.03       0.144312        144.312      -0.0396749     0.00953731        9.53731
    init        0.499897         57.8376      0.0221567        22.1567         5422.41       0.138911        138.911        -5.95142      0.0242597        24.2597
    init        0.499926         57.3844      0.0209461        20.9461         5424.57        0.14062         140.62      -0.0069306     0.00944742        9.44742
       1        0.500071         55.0785       0.024566         24.566         5429.99         0.1394        139.399          2.0323      0.0320895        32.0895
       2        0.499925         52.1629      0.0256411        25.6411         5437.34       0.142708        142.707         14.5691      0.0349948        34.9948
       3        0.500062         55.7351      0.0239039        23.9039         5430.73        0.14049         140.49          6.3948      0.0293217        29.3217
       4        0.500012         62.1485      0.0189801        18.9801         5415.07       0.135311        135.311       0.0413083     0.00912415        9.12415
       5        0.499955         59.0852      0.0213366        21.3366         5420.21       0.135654        135.654        0.353288      0.0179308        17.9307
       6        0.500028         56.4609      0.0235309        23.5309         5427.59       0.139075        139.075        -6.29329      0.0249721        24.9721
       7        0.499913         53.1545      0.0252147        25.2147          5432.9        0.13972         139.72        -10.0476      0.0301641        30.1641
       8        0.499985         60.8103      0.0202829        20.2828         5417.93       0.135289        135.289        -2.19244      0.0166983        16.6983
   total        0.499879         56.8293      0.0164654        23.2855         5426.47      0.0980678        138.689        0.606744      0.0189261        26.7656
