   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501331         4.69082     0.00444546        4.44546         14831.6        1.32223        1322.23        0.277229        0.12065        120.649
       1        0.499864         4.72538     0.00446647        4.46647         14801.8        1.31502        1315.02        0.156919        0.11941         119.41
       2        0.499998         4.73315     0.00447347        4.47347           14808        1.32777        1327.77      -0.0934757       0.119243        119.243
       3        0.499982         4.77151     0.00451218        4.51218         14814.7        1.32481        1324.81        0.484322       0.119851        119.851
       4        0.499987         4.76746     0.00448388        4.48388         14828.1        1.32354        1323.54         1.39232       0.120469        120.469
       5        0.500027         4.67329     0.00440056        4.40056           14804         1.3281         1328.1        -1.18109       0.119729        119.729
       6        0.499936         4.71353     0.00444712        4.44712         14828.9        1.32624        1326.24         1.00543       0.119724        119.724
       7         0.50008          4.7019     0.00439953        4.39952         14810.9        1.32925        1329.25         1.02886       0.119853        119.853
       8         0.50006         4.69314     0.00440217        4.40217         14820.2        1.32738        1327.38         1.29573       0.119342        119.342
   total        0.499704         4.72271     0.00314534        4.44819         14814.8       0.937215        1325.42        0.509962       0.084642        119.702
