   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501311         3.77544     0.00360303        3.60303         18351.7        1.66441        1664.41        -1.29222       0.135213        135.213
    init        0.501296         3.75102     0.00359175        3.59175         18341.4        1.67248        1672.47       -0.434851       0.135711        135.711
    init        0.501345         3.73285     0.00354636        3.54635         18334.3        1.67079        1670.79         0.61911        0.13537         135.37
    init        0.501289         3.71743     0.00353194        3.53194         18321.5        1.66184        1661.84        0.176117       0.134363        134.363
       1        0.499973         3.73252     0.00357036        3.57036         18346.7        1.66888        1668.88       -0.761319       0.135229        135.229
       2         0.49999         3.68294     0.00351168        3.51168         18332.4         1.6768         1676.8        0.698163       0.136051        136.051
       3         0.50001         3.77079     0.00360524        3.60524         18330.1        1.66458        1664.58        0.280969       0.135101        135.101
       4        0.500062          3.7091     0.00355112        3.55112         18362.5        1.67971        1679.71        0.203909       0.135021        135.021
       5        0.499838         3.71884      0.0035522         3.5522         18329.7        1.67237        1672.37       -0.646568       0.135338        135.338
       6        0.500038         3.66943     0.00349063        3.49063         18350.3        1.68079        1680.79        0.691775       0.136025        136.025
       7        0.500084         3.70731     0.00351424        3.51424         18353.1        1.67002        1670.02       -0.842702       0.134566        134.566
       8        0.499983         3.73447     0.00357441        3.57441         18339.4        1.67202        1672.02        -1.26073       0.135457        135.457
   total        0.500208         3.71533     0.00250755        3.54621         18343.3        1.18336        1673.52       -0.205456       0.095711        135.356
