   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500726         7.98547     0.00746093        7.46093          9936.7       0.809786        809.786        0.299644      0.0914605        91.4604
    init        0.500706         8.26741      0.0074951         7.4951         9947.04       0.811646        811.646       -0.130575      0.0916581         91.658
       1        0.500101         8.27632     0.00767848        7.67848         9948.49       0.801804        801.804       -0.257357      0.0907531        90.7531
       2        0.499915         8.30843     0.00756244        7.56244         9938.29        0.80947         809.47       0.0749973      0.0913772        91.3771
       3        0.500165         8.16818      0.0075966         7.5966         9939.02       0.816027        816.027        0.911776      0.0913031         91.303
       4        0.499879         8.38404     0.00769901          7.699         9928.54       0.803436        803.436        -1.08009      0.0903622        90.3622
       5        0.500087          8.1517     0.00753613        7.53613         9946.99       0.816205        816.205         1.12798      0.0916567        91.6567
       6        0.499936         8.20639     0.00744184        7.44184         9927.26       0.806357        806.356         1.60327      0.0911856        91.1856
       7        0.500031         8.05454     0.00733786        7.33786         9938.26       0.811466        811.465       -0.308845      0.0913259        91.3259
       8        0.499858         8.30701     0.00760378        7.60378         9937.29       0.810917        810.916         1.13344      0.0916781         91.678
   total        0.500286         8.23168     0.00534438         7.5581         9937.99       0.572363        809.443        0.400714      0.0644962        91.2114
