   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501341         3.54131     0.00338112        3.38111           19610        1.78867        1788.67       -0.460937       0.139886        139.886
    init        0.501261         3.47345     0.00331954        3.31954         19599.6        1.79004        1790.04      -0.0390469       0.140038        140.038
       1        0.499948          3.4804     0.00332718        3.32717         19582.1        1.79214        1792.14       -0.320127       0.139931        139.931
       2        0.500066         3.53422     0.00336443        3.36443         19621.1        1.79238        1792.38       -0.471998       0.139885        139.884
       3        0.499984         3.51001     0.00336122        3.36122         19621.2        1.79511        1795.11        -1.95247       0.139953        139.953
       4        0.500081         3.48072     0.00333109        3.33109           19612        1.78769        1787.69        0.253958        0.13936         139.36
       5        0.499946         3.45685     0.00330668        3.30668         19633.7        1.79072        1790.72       -0.967861       0.140207        140.207
       6        0.500105         3.51345     0.00335004        3.35004         19587.7        1.79138        1791.38         1.53233       0.139121        139.121
       7        0.500038         3.49919     0.00336806        3.36806         19612.2        1.79263        1792.63         1.44437       0.139332        139.332
       8        0.499926         3.45291     0.00332034        3.32034         19625.1        1.78828        1788.28       0.0867892       0.139397        139.397
   total        0.499738         3.49145      0.0023632        3.34207         19611.7        1.26664         1791.3      -0.0660405      0.0987504        139.654
