   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.490543         23.9442     0.00257582        2.57582        -351.134      0.0322619        32.2619       -0.217686     0.00932159        9.32158
    init         0.49022         24.0994     0.00272271        2.72271        -350.683      0.0571334        57.1333        0.018543     0.00900915        9.00915
  accept         0.50051         24.0273     0.00245374        2.45374        -352.035     0.00680012        6.80011        0.024515     0.00909795        9.09795
       1        0.499862         23.9244     0.00242168        2.42167        -352.092     0.00686287        6.86287       -0.141816     0.00915609        9.15609
       2        0.499683          24.016     0.00239749        2.39749        -352.023      0.0068318         6.8318       0.0518741     0.00921829        9.21829
       3        0.500065         23.9007     0.00240351        2.40351        -351.992     0.00683927        6.83927       0.0163847     0.00923279        9.23278
       4        0.500174         23.9079     0.00247737        2.47737         -351.95     0.00682138        6.82137      -0.0406252     0.00923617        9.23616
       5        0.499963         24.0342     0.00246002        2.46002        -351.854     0.00689493        6.89492        -0.18985      0.0092809        9.28089
       6        0.499975         23.9344     0.00244846        2.44846        -351.992     0.00687747        6.87747      0.00227267     0.00908426        9.08425
       7        0.500135         24.0218     0.00248015        2.48015        -352.046     0.00680842        6.80841      -0.0277818      0.0091223         9.1223
       8        0.499846         24.0652     0.00244736        2.44736        -352.018     0.00681177        6.81177      -0.0801453     0.00910751        9.10751
   total        0.500292         23.9757     0.00172743        2.44295        -351.997      0.0048391        6.84353       -0.051294     0.00649162        9.18054
