   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.524804         11.5732      0.0095041         9.5041         2334.24       0.452731         452.73        0.217124      0.0694099        69.4098
    init        0.524519         11.4691     0.00949989        9.49989          2326.2       0.450742        450.742        0.129557      0.0695001        69.5001
  accept        0.500316         11.5486     0.00946947        9.46947         2335.36       0.450764        450.764        0.671629      0.0692917        69.2917
  accept        0.499878          11.347     0.00947263        9.47263         2322.62       0.446425        446.425       -0.206474      0.0688384        68.8384
       1        0.500348          11.309     0.00934257        9.34257         2322.54       0.446575        446.574        0.460331      0.0691851        69.1851
       2        0.499842         11.4671     0.00946936        9.46935          2320.9        0.44556         445.56        0.613199      0.0678951        67.8951
       3         0.49988         11.0095     0.00894822        8.94821         2331.47       0.451183        451.183        -1.43777      0.0687265        68.7264
       4        0.500001         11.3189     0.00905425        9.05424         2329.58       0.446841        446.841       -0.432713      0.0692695        69.2694
       5         0.49983         11.0993     0.00918353        9.18352         2326.26       0.451703        451.703       -0.795423      0.0687449        68.7449
       6        0.500235         11.5699     0.00924741         9.2474          2332.8       0.449874        449.874         0.27051       0.068752         68.752
       7        0.499616         11.4602     0.00926139        9.26139         2321.98       0.446887        446.887        0.011685      0.0687265        68.7265
       8         0.50017         11.7004     0.00955226        9.55226         2325.38          0.441            441         1.94018        0.06968        69.6799
   total        0.500204         11.3675     0.00654962        9.26256         2326.34       0.316408        447.469       0.0747898      0.0487098         68.886
