   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.524215         17.4171      0.0122868        12.2868         1152.64       0.269818        269.818        0.841163       0.053381        53.3809
    init        0.524129         17.6525       0.012827         12.827         1165.91       0.274516        274.516        0.610355      0.0534264        53.4264
    init        0.523927         17.3109      0.0126364        12.6363         1164.92        0.27357         273.57        0.881967      0.0535265        53.5265
    init        0.524203         18.2789      0.0132858        13.2858         1167.43       0.270461        270.461        0.119702      0.0524254        52.4254
  accept        0.500045           17.12      0.0122309        12.2309         1164.49       0.267251        267.251        0.918206      0.0538271        53.8271
  accept        0.499947         17.1542      0.0122709        12.2709         1168.27       0.266403        266.403        0.721537      0.0532109        53.2109
  accept        0.499996         17.7389       0.012357         12.357          1155.4       0.265113        265.112      0.00271366      0.0529845        52.9845
       1        0.499889         17.2373      0.0126694        12.6693         1155.55       0.263937        263.937       -0.539398      0.0533048        53.3048
       2        0.499912         17.8325      0.0125497        12.5497         1160.63       0.267008        267.008        -0.95118      0.0519564        51.9564
       3        0.500003         17.2556      0.0126425        12.6425         1159.51       0.267619        267.619         1.69302       0.053444         53.444
       4        0.499894         18.4671      0.0128639        12.8639         1154.28       0.262866        262.866        0.185429      0.0526209        52.6209
       5        0.500058         17.5926      0.0125769        12.5769         1163.73       0.269908        269.907      -0.0671328      0.0535716        53.5716
       6        0.500177          17.772      0.0124839        12.4839         1160.43       0.264586        264.586        0.602068      0.0529738        52.9737
       7        0.500069         17.4793      0.0128721        12.8721         1158.63       0.263966        263.966        0.668253      0.0533104        53.3104
       8        0.499764         18.4208      0.0129151        12.9151         1156.78       0.265552        265.552         0.64392      0.0527853        52.7853
   total        0.500028         17.7571     0.00898411        12.7054         1158.69       0.187879        265.701        0.277804      0.0374767             53
