   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.524885         8.23361      0.0071182        7.11819         3815.75       0.662831         662.83        0.648647      0.0838272        83.8271
    init        0.524806         8.15751      0.0071541         7.1541         3808.26       0.668715        668.715        -1.38396       0.084025         84.025
    init        0.524578         8.14821     0.00703453        7.03453         3816.88       0.668279        668.279          1.8655      0.0844092        84.4092
    init        0.524612         8.08502     0.00700913        7.00913         3823.96       0.671535        671.535        0.289231      0.0835077        83.5077
    init         0.52474         7.99223     0.00696198        6.96198         3820.82       0.671885        671.885        -1.52705      0.0839277        83.9277
    init        0.524642         8.22648     0.00729577        7.29577          3810.4       0.669999        669.999        -1.00913      0.0837222        83.7222
    init        0.524642         8.08256     0.00698329        6.98328         3807.65       0.672241        672.241         -1.2937      0.0832606        83.2606
    init          0.5248         8.09869     0.00713905        7.13905         3809.15       0.668458        668.458        0.711134      0.0830369        83.0369
    init        0.524361         8.00907     0.00698083        6.98083         3810.58       0.671616        671.616         2.81397       0.084006         84.006
    init        0.524677         8.28469     0.00728907        7.28907          3810.6       0.670335        670.335       -0.893336      0.0835433        83.5433
    init         0.52488         8.01265      0.0070991         7.0991         3835.02       0.668752        668.752        -1.82117      0.0838512        83.8511
    init        0.524625         8.45772     0.00734204        7.34204          3805.6       0.666419        666.419        0.711523      0.0826524        82.6523
    init        0.524559         8.05667     0.00696839        6.96839         3822.42        0.66804        668.039         2.10959      0.0831371         83.137
    init        0.524535         7.99684     0.00718655        7.18654         3813.49       0.661639        661.639         0.15639      0.0835627        83.5627
  accept        0.499995         8.31949     0.00732593        7.32593         3805.41       0.662093        662.092         0.26338       0.083695         83.695
  accept        0.499886         8.23734     0.00713231        7.13231         3810.56       0.671022        671.021        -1.80929      0.0839697        83.9697
  accept        0.500271         8.20056     0.00725825        7.25825         3828.21       0.669164        669.164      -0.0847253      0.0837639        83.7639
       1        0.500055         8.12602     0.00699922        6.99922         3818.37       0.670215        670.214        0.151953      0.0837754        83.7753
       2        0.499813         7.99462     0.00691356        6.91356         3820.55       0.668529        668.529        0.182044      0.0844949        84.4949
       3        0.500124         7.99642     0.00707832        7.07832         3812.38       0.665422        665.422        0.601275      0.0836251        83.6251
       4        0.499807         8.28262     0.00714354        7.14354         3805.23       0.661564        661.563      -0.0916958        0.08328        83.2799
       5        0.500388           8.153     0.00716469        7.16469         3817.45       0.669865        669.864         1.43861      0.0835371        83.5371
       6        0.500066         7.77529     0.00676777        6.76777         3838.41       0.665762        665.761         1.79262      0.0842666        84.2666
       7        0.499831          8.1458     0.00703826        7.03826         3819.41       0.669016        669.016        0.173816      0.0839725        83.9725
       8        0.500061         8.14123     0.00718124        7.18124         3811.79        0.66153         661.53         1.13817      0.0830383        83.0382
   total        0.500302         8.07708     0.00497719         7.0388         3817.88       0.471242        666.437        0.677897      0.0592186        83.7477
