   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init          0.5244         13.5802      0.0106355        10.6355         1705.41       0.356221        356.221        0.505159      0.0606921        60.6921
    init         0.52452         13.3699      0.0106637        10.6637         1710.14        0.35673         356.73        0.665179       0.061761         61.761
    init        0.524534         14.1506      0.0107951        10.7951         1701.18       0.355608        355.607        -1.39072      0.0602295        60.2295
    init        0.524385         14.0284      0.0109676        10.9676         1704.79       0.357632        357.632         -2.0179       0.061866         61.866
    init        0.524473          13.973      0.0105743        10.5743         1700.95       0.355665        355.665       -0.437023      0.0608166        60.8165
    init        0.524896         14.0294      0.0107553        10.7553         1698.43       0.349915        349.915       -0.529959      0.0613462        61.3462
    init        0.524293         14.4483      0.0112987        11.2987         1698.96       0.354299        354.299        -1.02595      0.0607396        60.7396
    init         0.52435         14.2438       0.011086         11.086         1703.71       0.351833        351.833         0.30901      0.0620234        62.0234
    init        0.524731          13.677      0.0107452        10.7452         1702.45       0.349087        349.087      -0.0502712      0.0612024        61.2024
  accept        0.499884         13.8601      0.0110821         11.082         1707.11       0.351798        351.798        0.419683       0.061326         61.326
  accept        0.499866         15.0228      0.0110894        11.0894         1694.52       0.355995        355.995         1.77778      0.0604698        60.4697
  accept        0.500105           13.66      0.0108069        10.8069         1703.27       0.350621         350.62       -0.838344       0.061946         61.946
  accept        0.499854         13.7978      0.0107616        10.7616         1706.27       0.355234        355.234        0.219044      0.0608586        60.8586
  accept        0.500279         13.9996      0.0110616        11.0616         1717.22       0.356292        356.292       -0.049549      0.0615122        61.5122
       1        0.499655         13.5305      0.0107246        10.7246         1703.69       0.352988        352.988        0.200653      0.0616401        61.6401
       2        0.500223         13.6995      0.0107239        10.7239         1700.17       0.352608        352.608         1.73683       0.060144         60.144
       3        0.499782         13.5938      0.0107901        10.7901         1703.74        0.35601         356.01       -0.409046      0.0611558        61.1558
       4        0.500346         13.6998      0.0108626        10.8626         1704.14       0.351433        351.432         1.60956      0.0617129        61.7128
       5        0.499758         14.1979      0.0106203        10.6203         1705.16       0.354363        354.362        0.535039      0.0613409        61.3409
       6        0.500091         13.5902      0.0105508        10.5508         1693.97       0.351563        351.563        0.357773      0.0608992        60.8992
       7        0.500168         14.1913      0.0112198        11.2198          1700.3       0.351433        351.433         -1.5035      0.0611513        61.1513
       8         0.50003         13.1333      0.0104385        10.4385         1711.54       0.350559        350.559        -1.26261      0.0620621        62.0621
   total        0.499796         13.7044     0.00760025        10.7484         1702.87       0.249329        352.604        0.154597      0.0433299        61.2777
