   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.513947         61.1408      0.0279616        7.15811        -76.3691      0.0212332        5.43565       -0.400202      0.0348068        8.91048
    init        0.513779         61.9032      0.0278338        7.12541        -76.3443      0.0247148        6.32694        0.303323      0.0332934        8.52305
    init        0.513763         61.3185      0.0278267        7.12358        -76.3897      0.0155906        3.99115       -0.311199      0.0344882         8.8289
    init        0.513931          61.216      0.0269375        6.89594        -76.6796      0.0162752        4.16642        0.218457       0.033816        8.65682
    init        0.513412         61.2041      0.0278591        7.13188        -76.4571      0.0166176        4.25407        0.072733      0.0342642        8.77156
  accept        0.500748         61.4192       0.027964        7.15872         -76.443      0.0133154         3.4087     -0.00498755      0.0340136        8.70741
       1        0.500015         61.6391      0.0272047        6.96436        -76.6389      0.0127121        3.25426       0.0429061      0.0333279        8.53187
       2        0.499817         61.3342      0.0266355        6.81863        -76.6728       0.012856         3.2911      -0.0884582      0.0332157        8.50316
       3         0.49971         61.8955      0.0274081        7.01641        -76.6794      0.0127043        3.25227       -0.514771      0.0323652        8.28543
       4        0.499741         61.2868      0.0273291        6.99621        -76.6615      0.0126143        3.22924        0.170958      0.0339495        8.69102
       5        0.500183         61.3269      0.0268251        6.86718        -76.6148      0.0129515        3.31555        0.260839      0.0336798        8.62195
       6         0.49881         60.9028      0.0259585        6.64532        -76.7361      0.0124563        3.18879        0.100462      0.0344344        8.81513
       7        0.501343         61.3474      0.0277014        7.09149        -76.5336      0.0132639        3.39552         0.25903      0.0340439        8.71516
       8        0.499664         61.3521      0.0270457        6.92365        -76.6567      0.0127447        3.26263      -0.0233459      0.0337605        8.64261
   total        0.499428          61.387      0.0191104        6.91866        -76.6482     0.00903691         3.2717       0.0239519      0.0237635        8.60329
