   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501877         30.8844      0.0123065        3.15045        -388.717        0.17736        45.4039       -0.373688      0.0359338        9.19898
    init        0.502151         30.7474      0.0119381        3.05612        -389.838        0.13932        35.6656       -0.294021      0.0364898        9.34131
    init        0.502213         30.9704       0.012244        3.13443        -389.432        0.17817        45.6112       -0.728968      0.0340259        8.71055
    init        0.502365         30.7386      0.0122803        3.14373        -389.361       0.190052        48.6529       -0.259974      0.0371767        9.51717
    init        0.502136         30.8455      0.0124746        3.19348        -387.687       0.223927        57.3248       -0.323262      0.0345272        8.83891
    init        0.503006          30.799      0.0124448        3.18584        -389.984       0.119789        30.6657     -0.00816375      0.0373627        9.56477
       1        0.499069         30.7023      0.0113217        2.89833        -392.496      0.0212873         5.4495         -0.1045      0.0361289        9.24894
       2        0.499878         30.8567      0.0109273        2.79736        -392.452      0.0210381        5.38571        0.728781      0.0340158        8.70798
       3        0.500839         30.9057      0.0110263         2.8227        -392.321      0.0208164        5.32896         0.31276      0.0349811        8.95511
       4        0.500473         30.5534      0.0111462        2.85341        -392.309      0.0210925        5.39964        0.292589      0.0360485        9.22834
       5        0.498993         31.1343      0.0114863        2.94046        -392.441      0.0204782        5.24237       -0.846794      0.0353798        9.05715
       6             0.5         31.1756      0.0114087        2.92061        -392.473        0.02102        5.38107         0.17416      0.0346095        8.85996
       7        0.500183         30.9803      0.0110634        2.83222        -392.248      0.0209343        5.35915       0.0588843      0.0361331        9.25001
       8        0.499619         30.7608      0.0113546        2.90676        -392.356        0.02142        5.48348       0.0447525      0.0368179         9.4253
   total        0.499207         30.8833     0.00795335        2.87941        -392.385      0.0148503        5.37637       0.0812188      0.0251474         9.1043
