   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501923         22.8642      0.0111987        2.86686        -811.006       0.462181        118.317        0.709612      0.0359068        9.19208
    init        0.501556         22.7924      0.0103711        2.65497        -806.431       0.610886        156.386        0.944267      0.0511136         13.085
    init         0.50174         23.0367      0.0106176        2.71808        -801.649       0.747016        191.235       -0.236332      0.0376736        9.64437
    init        0.501755         23.3817      0.0084033        2.15123        -810.173       0.509639        130.467        0.692924      0.0374546        9.58831
    init        0.501099         22.8291     0.00792764        2.02946        -810.273       0.515739        132.028       -0.244058      0.0359932        9.21419
    init        0.501328         22.8511     0.00851258         2.1792        -815.515       0.373561         95.631        -1.07213      0.0369894        9.46922
    init        0.501144         22.9085      0.0091297        2.33719        -810.011       0.528021        135.172         1.73104      0.0408635         10.461
    init        0.502655         23.1444      0.0104268        2.66924        -815.133       0.384823        98.5139        0.717448      0.0375822        9.62097
    init        0.502426         22.9176     0.00900503        2.30527        -810.677       0.479781        122.823      -0.0679671       0.037362         9.5646
       1        0.499115         23.1075     0.00698759        1.78881        -823.834      0.0257067        6.58088         1.33088      0.0355345        9.09677
       2        0.499619         23.0906      0.0070168        1.79629        -823.709       0.025017        6.40429        0.894123      0.0351726        9.00411
       3        0.500336         23.0756     0.00738065        1.88943        -823.978      0.0251209        6.43091      -0.0400288      0.0357435        9.15026
       4        0.500214         22.9828     0.00700731        1.79386        -824.039      0.0248264        6.35551       -0.221733      0.0360125        9.21913
       5        0.499985         23.0345     0.00708863        1.81468        -823.766      0.0251896         6.4485       -0.280969      0.0387401        9.91739
       6        0.500137         23.0096     0.00685712        1.75541        -823.852      0.0248951        6.37309       -0.154106      0.0345839        8.85342
       7        0.500656         22.9793      0.0072192         1.8481        -824.182      0.0250805        6.42057      -0.0117081      0.0340895        8.72685
       8        0.498871         23.2352     0.00747852        1.91449        -823.691      0.0245234        6.27794         0.50975      0.0351823        9.00659
   total        0.499878         23.0647     0.00504863        1.82779        -823.879      0.0177177        6.41447        0.250216      0.0252592        9.14479
