   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.505096         16.1761      0.0157882        4.04175        -2272.63        1.92042        491.624        -1.80549      0.0346715        8.87583
    init        0.503693         15.3791     0.00617437        1.58063        -2230.31        2.69217         689.19        0.120674      0.0550086        14.0821
       1        0.501541         15.4881       0.003638       0.931321        -2343.15      0.0315267        8.07077       0.0957717       0.037364        9.56511
       2        0.499313         15.3933     0.00376873       0.964788        -2343.01      0.0316393         8.0996        -1.28311       0.034696         8.8821
       3        0.500381         15.5045     0.00354754       0.908164        -2343.55      0.0308524        7.89814        -1.02653      0.0332968         8.5239
       4         0.49913         15.5639     0.00390569        0.99985        -2342.52      0.0327337        8.37977       -0.202763      0.0376527        9.63902
       5        0.499924         15.4359     0.00385802       0.987645        -2343.25      0.0307213        7.86459       -0.400346      0.0381055        9.75493
       6        0.500732         15.3929     0.00391944        1.00337        -2342.81      0.0321768        8.23719         1.02613      0.0373617        9.56452
       7         0.50029         15.5651     0.00379611       0.971796        -2342.54      0.0309062        7.91193       -0.130676      0.0393843        10.0823
       8        0.499557         15.5423     0.00389151       0.996219        -2343.17      0.0340845        8.72555          2.6735       0.032262        8.25902
   total        0.501534         15.4859     0.00268769       0.973043           -2343      0.0225383        8.15969       0.0946079       0.025898        9.37606
