   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.502045         20.6883     0.00674518        1.72675        -1086.51       0.719634        184.225        0.481926      0.0345128        8.83521
    init        0.501328         20.3769     0.00768065        1.96623        -1087.35       0.710409        181.863       -0.179087        0.04105        10.5087
    init        0.502365         20.7098     0.00747489        1.91356        -1094.35       0.508186        130.095        0.211726      0.0382716        9.79746
    init        0.501114         20.5795     0.00786904        2.01446        -1082.12       0.761616        194.972       -0.100789      0.0372566        9.53762
       1        0.501328         20.6959     0.00615116        1.57469        -1106.92      0.0266284        6.81681         0.75211      0.0338276         8.6598
       2        0.499481         20.6786     0.00543572        1.39153        -1107.62      0.0249835        6.39572        0.178751      0.0359325        9.19864
       3         0.50058         20.6134     0.00594352        1.52153        -1107.48      0.0262051        6.70846       -0.611055       0.035521        9.09332
       4        0.500122         20.5181     0.00596557        1.52718        -1106.93      0.0271148        6.94134        0.484492      0.0368513        9.43385
       5        0.500031         20.5495     0.00574792        1.47146        -1107.03      0.0268802        6.88129       -0.503576      0.0392874        10.0575
       6        0.498596         20.4183     0.00622787        1.59432        -1107.28      0.0263321        6.74097       0.0417808      0.0363952         9.3171
       7        0.500763         20.5627     0.00584291        1.49577        -1107.19      0.0258214        6.61024          1.6299      0.0352463        9.02297
       8        0.500381         20.5427     0.00594388        1.52162        -1107.33      0.0259793        6.65064       -0.046937      0.0349306        8.94216
   total        0.500252         20.5728     0.00418815        1.51626        -1107.22      0.0185766        6.72541        0.240545      0.0255422        9.24722
