   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.507172          13.333     0.00555296        1.42155        -3443.29        3.45188        883.675       -0.441963      0.0408165        10.4489
    init         0.50647         13.3984     0.00399179        1.02189        -3464.98        2.88063        737.435       -0.828136      0.0384715        9.84862
    init        0.506256         14.1805      0.0185167        4.74024        -3434.08        3.36041        860.259        -3.36622      0.0695724        17.8104
    init        0.506149         13.8607      0.0131585        3.36854        -3420.17        3.70628        948.801        -2.33545      0.0424033        10.8552
    init        0.507111         13.5291     0.00644358        1.64954        -3457.24        3.22991        826.851        0.810216      0.0440205        11.2692
    init        0.505493         12.8584     0.00891548        2.28234        -3464.17        3.13189        801.758       -0.341305      0.0381006        9.75368
    init        0.506836         13.6353      0.0106889        2.73635        -3474.09        3.10363        794.523         1.15145      0.0371004        9.49764
    init        0.506943         13.1335     0.00388335       0.994131        -3446.07        3.36644        861.803         1.95063      0.0534775        13.6901
    init        0.506256         12.6746     0.00983633        2.51808        -3416.43         3.4713        888.645         8.03195        0.14802        37.8928
    init        0.507156         13.2427     0.00842084        2.15572         -3399.9         3.9343        1007.17       -0.256362       0.036641        9.38002
    init        0.506607          14.431      0.0216881        5.55211        -3377.34        4.33269        1109.16        -3.79713      0.0515719        13.2023
    init        0.506531         14.0606      0.0162727        4.16577        -3445.67        3.37569        864.171         1.07404      0.0440298        11.2715
    init        0.506912         13.1439     0.00407156        1.04231        -3451.36        3.27295        837.869        0.353899      0.0403146        10.3205
    init         0.50647         12.6309     0.00997493        2.55356        -3377.12        4.18207         1070.6        -1.66623      0.0447871        11.4654
    init        0.507095          13.146     0.00534253        1.36768        -3419.61        3.81134        975.696       -0.577467      0.0408558         10.459
    init          0.5065         13.3003     0.00480311        1.22959        -3471.54        3.06095        783.596         3.19522      0.0494647        12.6629
    init        0.506989         12.7154     0.00994615         2.5462        -3346.87           4.96        1269.75        -4.19241      0.0618158        15.8247
    init        0.505081         12.8619     0.00723998        1.85342        -3462.95        3.32498        851.188        -1.21745      0.0411328        10.5299
    init        0.507538         12.6081      0.0096637        2.47389        -3433.93        3.35773        859.573         4.30157      0.0517572        13.2497
    init        0.506027         12.9252     0.00640992        1.64093        -3428.96        3.92337        1004.38         1.68631      0.0373122        9.55184
    init        0.506607         13.0316     0.00784811         2.0091        -3422.87        3.57531        915.272        0.528421      0.0477787        12.2313
    init        0.505478         13.7698      0.0118381        3.03052        -3411.23        3.57038        914.011        -5.87412      0.0724177        18.5388
    init         0.50676         12.8641     0.00782928        2.00428        -3375.69        3.65788         936.41        -0.37791      0.0391056         10.011
    init        0.506546         13.2827     0.00461324        1.18098        -3496.49        2.54741        652.132        0.368595      0.0345545        8.84589
    init        0.506119         13.0028     0.00709368        1.81597        -3493.76        2.78099        711.927         1.25068      0.0411987        10.5468
    init        0.507492         12.8344     0.00907635        2.32353        -3494.33        2.46419        630.828         3.78184      0.0656491        16.8061
    init        0.506973         12.8725     0.00912111        2.33499        -3442.47        3.43867        880.294         1.89678      0.0772185        19.7678
    init        0.506699          14.096      0.0174538        4.46815        -3400.73        4.17086        1067.73        -2.54046      0.0518595        13.2759
    init        0.506622         12.7501     0.00918447        2.35121        -3383.72         4.2948        1099.46       -0.567277      0.0373882        9.57132
    init        0.506531         12.8971     0.00917089        2.34773        -3465.42         3.1085        795.771        -1.41295       0.038031        9.73587
    init        0.506882         13.7905      0.0112907        2.89039           -3408        3.60046        921.711        -1.63752       0.036558        9.35877
    init         0.50589         13.3617     0.00435598        1.11512        -3516.21        2.40093        614.634          2.3863      0.0408981        10.4698
    init        0.506866         13.0645     0.00484678        1.24077        -3477.32         3.1655        810.361       -0.810498      0.0365565        9.35839
    init         0.50737         13.9244      0.0161078        4.12358        -3372.36        4.54484        1163.47        0.739616      0.0369859        9.46832
    init        0.506973         13.2504      0.0036739       0.940511         -3458.2        3.20507        820.493         1.91262      0.0370106        9.47464
    init        0.506104          13.201     0.00367117       0.939813        -3486.21         2.7735         710.01        -1.26213      0.0381233         9.7595
    init        0.506042         13.1627     0.00502028        1.28518        -3420.92        3.77317        965.925        -2.05126      0.0417147        10.6789
    init         0.50647          14.251      0.0203723        5.21526        -3415.16        4.18482         1071.3      -0.0188693      0.0464397        11.8885
       1        0.500076         13.2662     0.00290257       0.743053        -3605.47      0.0343043        8.78185        -0.45703      0.0378645        9.69325
       2        0.500244         13.2275     0.00268641       0.687717        -3606.14      0.0342176        8.75963        -0.71613       0.035171         9.0037
       3        0.500259         13.1828     0.00287829       0.736836        -3605.22      0.0324957        8.31885       -0.440436      0.0355932         9.1118
       4        0.499664         13.1624     0.00307563       0.787356        -3605.88      0.0352439        9.02237      -0.0385951      0.0358347        9.17362
       5        0.500397         13.1604     0.00278458       0.712848        -3606.51      0.0348932         8.9326       -0.760649      0.0346419        8.86826
       6        0.499359         13.1816     0.00273668       0.700585        -3605.82      0.0332919        8.52267        0.304981      0.0342186        8.75991
       7        0.499954         13.1886     0.00266638       0.682589        -3605.72      0.0344113        8.80921       -0.288064      0.0372131        9.52648
       8        0.500961         13.1838     0.00288842        0.73943        -3605.88      0.0345931        8.85575       -0.276914      0.0362814        9.28797
   total        0.499779         13.1942     0.00200328       0.725261        -3605.83      0.0242033         8.7625       -0.333551      0.0253824        9.18939
