   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.484848         8.02358     0.00538542        1.37866        -6315.79        5.03557         1289.1       -0.607953      0.0478706        12.2548
    init        0.484192         8.31436     0.00268728       0.687939        -6408.95        3.93622        1007.66         1.51992      0.0541059         13.851
    init        0.483612         8.17842     0.00327919       0.839465        -6381.26        4.08359        1045.39        0.345489      0.0314775        8.05817
    init        0.484497         8.04175     0.00514163        1.31625        -6379.97        4.46328        1142.59       -0.675096      0.0332351        8.50813
    init        0.484085         8.83285      0.0136965        3.50628        -6418.73         3.9219           1004      -0.0191194      0.0332087        8.50135
  accept        0.499939         8.29592     0.00164228        0.42042        -6561.75      0.0316391        8.09954        0.185191       0.029435        7.53531
  accept        0.500061         8.26189     0.00165691       0.424166        -6562.33      0.0308209        7.89008        0.223708      0.0294436        7.53751
  accept        0.499313         8.30503     0.00175322       0.448822        -6561.76        0.03122        7.99226         1.30917      0.0284711        7.28853
  accept        0.500076         8.27234     0.00169978        0.43514         -6562.4      0.0312525        8.00058       -0.789402      0.0290574        7.43863
  accept        0.500198         8.27067     0.00162505       0.416011        -6562.55      0.0315252        8.07038         1.04875      0.0276634        7.08177
  accept        0.500366         8.27628     0.00170938       0.437599         -6562.2      0.0311928        7.98529        0.497561      0.0285821        7.31695
  accept        0.499512         8.25623     0.00162592       0.416231        -6562.01      0.0303397        7.76691       -0.441844      0.0283509        7.25779
  accept        0.499985         8.24346     0.00162276       0.415423        -6561.61      0.0313122        8.01587       -0.767235      0.0281642        7.20999
  accept        0.500275         8.23194     0.00162322       0.415541        -6562.13      0.0321365        8.22688       -0.203317      0.0289964        7.42301
  accept        0.501221         8.26352     0.00162161        0.41513        -6561.19      0.0332164        8.50333        0.643171      0.0299944        7.67852
  accept        0.499069         8.22073     0.00157526       0.403264        -6562.27      0.0309414        7.92094        0.231805      0.0288602        7.38815
  accept        0.499878          8.2206     0.00163895       0.419567        -6561.72      0.0323966        8.29347       0.0125801      0.0303934        7.78065
       1        0.499863         8.27269     0.00160037       0.409691        -6562.61      0.0309586        7.92533       -0.343665      0.0294957        7.55084
       2        0.500107         8.26137     0.00163415       0.418339        -6561.57      0.0298006         7.6289        0.284904      0.0283937        7.26874
       3        0.499924         8.25422     0.00159518       0.408363        -6561.09      0.0317574        8.12984        -0.04962      0.0311381        7.97128
       4        0.500366         8.26136     0.00162485       0.415959        -6561.54      0.0325201        8.32508        0.471102      0.0291156        7.45353
       5        0.499298         8.21661     0.00165183       0.422866        -6562.07      0.0306416        7.84419         1.09197      0.0285256         7.3025
       6             0.5         8.24534     0.00167557       0.428942        -6561.42      0.0322424        8.25398        -1.36474      0.0297788        7.62333
       7        0.500046          8.2917     0.00164854       0.422024        -6562.05      0.0301235        7.71156        0.213726      0.0284827        7.29151
       8        0.500656         8.25344     0.00162614       0.416289        -6561.99      0.0324704        8.31237        0.145373      0.0289802        7.41887
   total        0.496201         8.25707     0.00115534       0.418276        -6561.79      0.0221798         8.0299       0.0563606      0.0207566        7.51465
