   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.489487         17.1204     0.00697639        1.78594        -1118.23       0.485918        124.394       -0.075797      0.0344293        8.81383
  accept        0.499695         17.1375     0.00505547        1.29419        -1127.92      0.0231672        5.93075       -0.115499       0.032034        8.20065
  accept        0.499741         17.1695     0.00493864        1.26428        -1127.76      0.0229761        5.88183       -0.200492        0.03299        8.44538
  accept         0.50032         17.0691     0.00504278        1.29094         -1127.8      0.0227189        5.81599        -0.20632      0.0328119        8.39978
  accept        0.499771         17.2051     0.00519996        1.33118        -1128.05      0.0223935        5.73269        0.300848       0.032783         8.3924
  accept         0.50119         17.1811     0.00504471        1.29144        -1127.91      0.0226651        5.80221        0.279146      0.0309732        7.92908
  accept        0.499237         17.2633      0.0053287        1.36414        -1127.77      0.0234087        5.99259      -0.0970854      0.0317372        8.12465
  accept        0.499619          17.048     0.00505167        1.29322        -1127.73      0.0233946        5.98898       -0.149554      0.0324486        8.30677
  accept        0.500473         17.0159     0.00514495         1.3171         -1127.8      0.0226912        5.80889       -0.890246      0.0317509        8.12818
  accept        0.500488         17.1108     0.00524503        1.34272        -1128.04       0.022317         5.7131       -0.493871      0.0315634        8.08018
  accept        0.499557         17.1204     0.00503579        1.28915        -1127.65      0.0232202        5.94432       -0.129429      0.0334676        8.56765
  accept        0.500275         17.0848     0.00535895        1.37188        -1127.87      0.0227008        5.81135        0.116354      0.0314083        8.04045
  accept        0.499771         17.1821     0.00523715         1.3407        -1127.68       0.022977        5.88207       -0.776267      0.0331495         8.4862
  accept        0.499344         17.1678     0.00512218        1.31127        -1127.95      0.0223678         5.7261        0.200908      0.0323847        8.29042
  accept        0.500458         17.1911     0.00517151         1.3239        -1127.56      0.0227829        5.83239       0.0662919      0.0316506        8.10249
       1        0.500519         17.1214     0.00505762        1.29474        -1127.68      0.0227159        5.81523       -0.340602      0.0326532        8.35916
       2        0.499313         17.1601     0.00509955        1.30547        -1128.37      0.0226611         5.8012       0.0483798      0.0337873        8.64947
       3        0.499954         17.0827     0.00511576        1.30962        -1127.95      0.0215456        5.51563        0.591291      0.0320075        8.19386
       4         0.50032         17.1459     0.00502286        1.28584        -1127.92      0.0223652        5.72544       -0.548631      0.0311686         7.9791
       5        0.499771         17.1857      0.0050147        1.28375        -1127.76      0.0233795        5.98511        0.158883      0.0310618        7.95177
       6        0.499863         17.1664      0.0049977         1.2794        -1128.09      0.0226047        5.78677       0.0983865      0.0316914        8.11295
       7        0.500031         17.0767     0.00514957        1.31828        -1127.81      0.0228444        5.84813      0.00152155      0.0322026        8.24381
       8        0.499878         17.1622     0.00507918        1.30026        -1127.73      0.0234952        6.01473        0.403905      0.0319506        8.17928
   total        0.497498         17.1378     0.00358498         1.2979        -1127.91      0.0160712        5.81838       0.0514253      0.0227014        8.21875
