Number of particles: 100
Nmax: 13
Gamma: 0.25
Interaction type: contact
Step size: 0.0001
Batch size: 200000
Batch count: 125
             Batch number               Average n0          Fluctuations n0                   Energy           Particle count                 Momentum
                        1        7.495798995410542        6.710771608192115        7547.911509706561        99.99990140640453      0.04331639663176645
                        2        7.366811409412082        6.850990026691375        7547.911406192323        99.99990071035337      0.04331647161351171
                        3        6.320218084827859        5.624969456764801         7547.91131177594        99.99990006653802       0.0433165855034261
                        4        6.840963821863792        5.544064151924228        7547.911211333431        99.99989938996292      0.04331652464731617
                        5        6.785452336357794        6.111287604161231         7547.91110122204        99.99989866140467      0.04331638199641752
                        6        6.375299638495492         5.73911494357519        7547.911008888357        99.99989802602607      0.04331648491067597
                        7        6.241645657426881        5.440679664247421        7547.910902427077        99.99989731513841      0.04331626603926253
                        8        7.931032784384154        6.767790218116252        7547.910800349508        99.99989662504532       0.0433162560698932
                        9        6.443137698450168        6.035157741997992        7547.910707374931        99.99989598798491      0.04331636594752197
                       10        7.181413656078914        5.860061034213557        7547.910607478379        99.99989530900055      0.04331635055556049
                       11        6.459970534892887        5.721864132638441        7547.910517691655        99.99989468658036      0.04331646660158128
                       12         7.88166185586952        7.328509048300616        7547.910415194728         99.9998939966534      0.04331642182365059
                       13        6.458273402360216        5.444557824029192         7547.91031903395        99.99989333925571      0.04331637766528207
                       14         7.35868239708649        6.583934888311666        7547.910219170299        99.99989265706924      0.04331638637112079
                       15        6.510502870604731        5.992400281470017        7547.910134134003        99.99989205822639      0.04331631895180976
                       16        7.045803208998021        6.020612275016147        7547.910030681489        99.99989136029176      0.04331629833811235
                       17         7.64924757441431        6.945434938827376        7547.909927020492        99.99989066692352      0.04331619480170801
                       18        7.156213144563616        5.893910302652435        7547.909818631509        99.99988994816066      0.04331612559234088
                       19        7.410572297514638        6.417313385482278         7547.90970718472         99.9998892136049      0.04331625517291116
                       20        6.395808928230963        5.914764524898145        7547.909605890442        99.99988852711228      0.04331622659365975
                       21        6.939172257542324        6.012954347428186        7547.909502310422        99.99988783098179      0.04331633168279581
                       22        7.621638634304651        7.010512732096179         7547.90939523405        99.99988710921251      0.04331646021034352
                       23        7.288633768504029        6.314994253394678        7547.909291849975        99.99988641304311      0.04331644113606536
                       24        6.682754288941871        6.499951898742061        7547.909193609617        99.99988574550508      0.04331647626840152
                       25        6.625558779717767        5.792466685301533        7547.909093355656        99.99988506562991      0.04331653499011212
                       26        6.648975788928761        6.164950743768572         7547.90899023281        99.99988436925159      0.04331657781405696
                       27        5.957196029784662        5.298870424865466        7547.908890706465        99.99988369210118      0.04331677014886282
                       28        6.281400763261705        5.601689414885276        7547.908795136913        99.99988304240696       0.0433166265408218
                       29        6.492808725340026        5.607578891747452        7547.908699151043        99.99988238317955      0.04331662682251647
                       30        6.333075536599841        5.728040171880207        7547.908599905762        99.99988171035581      0.04331660322062092
                       31        6.329135959773014        5.439631736271451        7547.908499386633        99.99988102745242      0.04331648698903656
                       32        6.963849080904739        6.405151616452057        7547.908395354232        99.99988033347432      0.04331643230280413
                       33        6.994786482508347        6.067294181988557        7547.908298790231        99.99987967475673      0.04331637715493919
                       34        6.960178903779804        5.985993503964781        7547.908203717419        99.99987902165627      0.04331644568551241
                       35        6.505799129848295        5.737863645460542        7547.908097772652        99.99987831397641      0.04331639792860908
                       36        7.058786448348799        6.378124582268091        7547.907995926538        99.99987762959569      0.04331627244454417
                       37        5.930227721671127        5.240452178732279        7547.907904060094        99.99987699567022      0.04331621869408764
                       38        6.266886519722881        5.137987084365088        7547.907796194459        99.99987627720635      0.04331615409227396
                       39        6.949261130096062        6.420012825059026        7547.907696666114        99.99987560093845      0.04331615732015948
                       40        8.278721819042248        6.971270544797423        7547.907593699067        99.99987490703623      0.04331599285970711
                       41        7.535561055542451        6.285288442435006        7547.907497927905        99.99987425286132      0.04331595075249339
                       42        6.244852464310483        5.526565109522884        7547.907400659007        99.99987358751142      0.04331604999543259
                       43         6.89999798210072        5.865981068736693        7547.907300340383        99.99987290932197       0.0433160452074759
                       44        6.569724254075298        5.376736153946224        7547.907212295046        99.99987229917714      0.04331600972003358
                       45        7.189190295990881        6.395496186744182        7547.907107743795        99.99987160058298      0.04331594040280606
                       46        6.653507540669328        5.529636832447279        7547.907007314733        99.99987092178743      0.04331581970629372
                       47         6.18014487990771        5.794191231653597        7547.906904919637        99.99987023361773      0.04331546735253866
                       48        6.898332959915845        6.726298946261345         7547.90680926811        99.99986957965181      0.04331552056515431
                       49         6.19204759228142        5.440892111856785        7547.906717925172        99.99986895107045      0.04331553729459259
                       50        6.087310631713106        5.604916986047591        7547.906619151153        99.99986827871172      0.04331575031067247
                       51        6.414019333904315        5.756747178444391        7547.906518290158        99.99986759781569      0.04331589965320148
                       52        6.326110744943694         5.89012207132036        7547.906425796373        99.99986695890168       0.0433159807039587
                       53        6.361458309717123        5.240863028479781        7547.906332195517        99.99986631310693       0.0433159137196597
                       54        6.847480177096786        6.090464302644226        7547.906229602339        99.99986562135172      0.04331583032636743
                       55        6.408950527090289        5.591788684783495        7547.906137806056        99.99986498836832      0.04331585238129065
