Number of particles: 100
Nmax: 6
Gamma: 0.5
Interaction type: contact
Step size: 0.0005
Batch size: 200000
Batch count: 125
             Batch number               Average n0          Fluctuations n0                   Energy           Particle count                 Momentum
                        1        44.53487598720737        20.76399377753362        5773.078658379491         99.9922185969493      0.06175510173685517
                        2        43.72819270935741        21.22014318541402        5772.032129502769        99.98448802107852      0.06172965726311919
                        3        44.21712497243674        20.88448113677227        5770.987862052298        99.97677260703412      0.06143766140697249
                        4        45.48016359582896        20.52934971316484        5769.928213442499        99.96897221288546       0.0613012899682599
                        5        45.43266035388004        20.90854392515951        5768.860066169148        99.96112928741472      0.06104853162291679
                        6        43.40816513638477        20.74705469757546        5767.809937347135        99.95338796072473      0.06101556869798941
                        7        45.32331776710188        20.67452240296991        5766.755502972266         99.9456213496553      0.06097851912061492
                        8        44.34041000143962        20.75070546212678        5765.690705109331        99.93779490172405      0.06091895001063552
                        9        45.24629828549021        20.68091955895646        5764.629834882111        99.92998885342274      0.06087996574302679
                       10         43.5822012336095        21.24602903914034        5763.606078120093        99.92239634527753      0.06086131216666768
                       11        45.79994242463855        20.39402571574974        5762.547882375992        99.91461044623557       0.0608068126488579
                       12         42.6306106374755        21.20103917767419         5761.51994436695        99.90699809996359      0.06089881095034233
                       13        42.87862460938763        21.81523763115048        5760.489811434739        99.89937381056554      0.06067283810287805
                       14        43.81834737468317        20.31152223698115        5759.446986441597        99.89167962040403       0.0605342014164556
                       15        43.56320742440084         20.9619353277836        5758.408686497313        99.88400867442085      0.06054176593890048
                       16        43.23431538569456        20.76937550812043         5757.39229814429        99.87646318515397      0.06052800601547936
                       17        43.31272336080132        20.96943596165112        5756.374549286597        99.86890627917596      0.06054385257965489
                       18        45.00516768470589        21.02023986199617        5755.332102804158        99.86121206468323      0.06051759084427655
                       19        44.51306145515271        20.89806970355687        5754.296723608652        99.85356040826765      0.06042828998993421
                       20        44.24596412948063        21.06466627043332        5753.244886306958        99.84581301129012      0.06048009324563974
                       21        44.77880209058357        20.52785978808506        5752.189942812206        99.83804554448029      0.06043897601616344
                       22         44.3758044974245        20.67007553913902        5751.150822663662        99.83036603420175      0.06021697019675498
                       23        43.57381495127461          20.664252099924        5750.114156132971        99.82271007725062      0.06020737103184404
                       24        42.97292312786554        21.31031062093954        5749.089006163687        99.81512184817271      0.06014753718322829
                       25        46.43504081932561        19.52631025560113        5748.048890473967        99.80744740320166      0.06035434775543891
                       26        44.93410264407394        20.79547592334209        5747.016718681967         99.7998156746155      0.06036823369431144
                       27        45.27658983436869        21.02609634251739        5745.970976381182        99.79210631271063      0.06014676720200729
                       28        44.53598084565908        20.27142750860317        5744.938315870829        99.78447111252969       0.0601906081992345
                       29        45.33821238567602        20.61558008795632        5743.905136371768        99.77683502722152      0.06029187274286185
                       30        43.51519417559563        20.64593893673314        5742.864525405785        99.76916029062855      0.06008310940511707
                       31        45.18400603703662        20.68957037573155        5741.817730242559        99.76145029596253      0.05991283448511897
                       32        45.33615670953051        20.08074638067894           5740.782107748        99.75380028150911      0.05970771209506598
                       33        45.18212209650023        20.48086906249602        5739.737530021582        99.74610542647777      0.05993773383017809
                       34        43.54578299542975         20.8751064722337         5738.70559555565        99.73848536615532      0.06009409577984925
                       35        44.18268751844457        20.78810825771904        5737.676025466075        99.73087613813945      0.06041725350821847
                       36         43.8118746706284         20.4371009972388        5736.652390695331        99.72329585567412      0.06024216483387335
                       37        43.57235012402314        20.35774137667277        5735.637070941196        99.71576589391557      0.05999686816435723
                       38        44.32794245831767        20.87783135038528        5734.624709003399        99.70825431898091      0.05979049403920156
                       39        45.18222533928481        20.95098674588194         5733.59868994735        99.70066719089445      0.05965174670194706
                       40        45.32631118847646        20.34550220047951          5732.5837691744        99.69314037222398      0.05963979616851667
                       41        45.23354840981464        20.22414840474757        5731.567938319151        99.68561092895689       0.0597524534799394
                       42        45.72377422435206        20.33957041711693        5730.538356182954        99.67800547293027      0.05946304408486824
                       43        45.60776952226603        20.26046569781407         5729.51289778868        99.67041953864599      0.05944762574162255
                       44        43.67998790362949        20.70076153363377        5728.503327455827        99.66293053780612      0.05952055380530963
                       45        44.54122164880886        20.73554434485869        5727.479952218152         99.6553618105515      0.05942659373729953
                       46        44.33654814192762        20.90530837462671        5726.475624634018        99.64790196764562      0.05917758371159287
                       47        43.89545500675644        20.60426468079881        5725.454784639966        99.64035246763828      0.05910105138109145
                       48        42.71143530438714        20.59610732259505        5724.457646128557        99.63293469805676      0.05910537217253653
                       49         45.7834033344337        20.54101629796658        5723.440958480198        99.62540093665808      0.05878201533722072
                       50         44.8015789847231        20.20682281518459        5722.421957097705        99.61786048020765      0.05872068582563172
                       51         43.8360568287637        20.53550738781431        5721.425006869178        99.61044424991707      0.05890985042302965
                       52        45.70231920150923        20.87069311613875        5720.409586697145        99.60292496869964      0.05883766177707805
                       53        45.06531146762704        20.02901897866342        5719.383822630431        99.59535111421562      0.05883905279552604
                       54         45.5656066578355        20.64895383024476        5718.374903699671        99.58786430606267      0.05884546252521794
                       55        43.10551246920588        21.55929543089472        5717.373620140662        99.58042584355785      0.05900112468293184
                       56        45.57553048380463        20.26374257832276        5716.354582918038        99.57288527235502      0.05900624926989917
                       57        46.46999062523452        20.69090594181711        5715.339931372731        99.56536718676361      0.05918940830748021
                       58        44.57399577877425        20.77402958309332        5714.340572928958        99.55793945695984      0.05900253707099434
                       59        44.54184812074664        20.69862623378927        5713.336774082344        99.55048859896198      0.05871645209230003
                       60        45.74016579356091        19.95001968114159        5712.332548401117        99.54303827267493       0.0587202541253502
                       61        45.10236735309466        20.45277330678725        5711.319890779973         99.5355349467892      0.05841346025300709
                       62        44.28752372406279        21.25198185038009        5710.316762019995        99.52809526427768      0.05839041539168299
                       63        44.96245852918025        20.53216186852969        5709.315988995128        99.52066463805606      0.05854320059115503
                       64        45.27149021364861        21.18666451608343         5708.30599966352        99.51318186702311      0.05860682955247043
                       65        44.06923416533166        21.19149567763533        5707.304135491255        99.50574663288511      0.05853823871981501
                       66        44.04323165541469        20.43068626704154        5706.304790989991        99.49832481600491      0.05850069168497463
                       67        44.55300132238021        20.88991455976546        5705.302893392847        99.49089201955327      0.05856375069998832
                       68        44.61153393397039        20.46894814789635        5704.315390616364        99.48354684503364       0.0586382851543501
                       69        44.48742276842141        20.49203554299887        5703.329172097573        99.47619957043098      0.05864030319695424
                       70        43.73801428319049        20.86424967149198        5702.344601099796        99.46885932032544      0.05859206061830946
                       71        43.62659468411127         20.9622970989426        5701.343169331971        99.46143567730104      0.05844693971450488
                       72        43.13871419277022        20.35909908142588        5700.357140773935        99.45410359571679      0.05849921809454628
                       73        45.23716321403426         20.1705550880218        5699.362883548952        99.44671362580071      0.05839680905426503
                       74        45.09199913669558        20.92275084822311        5698.359386058252        99.43927523925581      0.05824733284457295
                       75        43.87346038283759        20.83744630127905        5697.356583967801        99.43184999872136      0.05829164680809562
                       76        45.46995905794974        20.57000140505341        5696.380359882553        99.42456359747578      0.05852352570240527
                       77        45.45682328355076         20.5691115584103        5695.391548841903        99.41721548808295      0.05852317851337885
                       78         43.9688611972073        20.76657202002583         5694.39570831008        99.40982796370604      0.05840437006787802
                       79        44.12015548835499        21.38163399895332        5693.396770754298        99.40241904743576      0.05823915282706338
                       80        45.52357808996198        20.44495699035419        5692.412441610635        99.39508831303742      0.05806263178146498
                       81        44.43163985375296        20.92579454512589        5691.419711701016        99.38771568660916      0.05797608458824532
                       82        43.21253775919505        20.83612636229213         5690.44578223599        99.38045288169255       0.0577116975302383
                       83        46.18354729777515        20.32915744350537        5689.456739615647         99.3730960783616      0.05780701573943325
                       84        45.20052905745928        20.94979781062822        5688.477158399452        99.36580097693735      0.05766859667984869
                       85        44.25264753626283        20.27316607921144        5687.494774999969        99.35848944715279      0.05791579490676213
                       86        44.57386475120518        20.29933733895201        5686.527925793614        99.35126863627302      0.05799985740650637
                       87         45.3746777627364        20.31473629468222        5685.541472004201        99.34393799261534      0.05786236999025629
                       88        46.20364376662305        20.28880007594782        5684.545096870783        99.33654580304471      0.05777164417198111
                       89        46.36498002834709        20.26295797758611        5683.549654104467        99.32916069372669      0.05769127347907244
                       90        44.25362596427527        20.15129755102945        5682.586013939382        99.32195955732143      0.05762186072575393
                       91        43.71211804202125        20.73245575139995        5681.608982340798        99.31469068907001      0.05728693668219087
                       92        43.60902492106621         21.7290782905133        5680.640370970153        99.30746159108222      0.05734110058931918
                       93        45.35934448286955        21.28487792982452        5679.649689460557         99.3001009199843      0.05722382800989423
