   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.546982         13.8537      0.0469228        12.0121         2544.95        1.29199        330.747       -0.521547        0.25996        66.5492
       1        0.500351         16.4656      0.0523551        13.4028          2534.8        1.22266        312.998        -4.03438       0.253968        65.0153
       2        0.501328         14.7368      0.0477814         12.232         2544.16        1.23051        315.009        -3.29847       0.251913        64.4892
       3        0.500107         14.7614      0.0473714         12.127         2552.59        1.24436        318.553        -2.28313       0.252612        64.6682
       4        0.497803          14.924      0.0496047        12.6987         2540.52        1.21355        310.667        -1.12444       0.259424         66.412
       5        0.500092         14.4616      0.0479222         12.268         2542.72        1.23141        315.237        -2.80629       0.251691        64.4325
       6         0.49968         15.9398      0.0512712        13.1253         2519.81        1.20654        308.872         1.23729       0.247112        63.2601
       7        0.501389         14.4032      0.0473376        12.1183         2533.68        1.25656        321.676         4.14897       0.252815        64.7203
       8             0.5         14.2566      0.0491673        12.5867         2541.59        1.23893        317.163         1.37815       0.255796        65.4833
   total        0.504645          14.867       0.032652        12.5383         2539.48       0.825352        316.934       -0.824479       0.169482        65.0807
