   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.559616         4.97032      0.0189519        4.85164         7731.71        3.92825        1005.63        -5.74938       0.443581        113.556
       1         0.50174         4.89193      0.0175267        4.48679          7726.7        3.90368        999.334         2.45653       0.450834        115.413
       2        0.499451         5.10554      0.0188673           4.83         7727.84         3.9857        1020.33       -0.421207       0.446699        114.354
       3        0.498642         5.06752      0.0187696        4.80499         7698.83        4.04097        1034.48       -0.987085       0.444864        113.884
       4        0.501358         4.92678      0.0177236         4.5372         7714.59        3.93109        1006.35         2.19349       0.439363        112.476
       5        0.499756         5.04064      0.0182108        4.66193          7730.3        3.94816        1010.72       -0.471707       0.446442        114.288
       6        0.501312         5.09689      0.0190281        4.87115         7772.72        3.97578        1017.79        0.717792       0.448123        114.719
       7        0.498917         5.13828      0.0186759        4.78099         7736.45        3.98378        1019.84        0.698835       0.446677        114.348
       8        0.501465         5.10186      0.0181988        4.65886         7744.62         3.9639        1014.75         2.63823       0.454004        116.224
   total        0.506415          5.0368       0.012297        4.72202         7730.49        2.64215        1014.58        0.138641       0.298054        114.452
