   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.512558         43.4648       0.151475        38.7773         1145.28       0.251146        64.2928        -47.7885       0.179788        46.0254
       1        0.499741         80.3806      0.0493134        12.6241         1095.36       0.154846        39.6402       0.0540255      0.0238903        6.11588
       2         0.49942         79.9054      0.0499047        12.7755         1093.07       0.148729        38.0743       -0.377932       0.022959        5.87747
       3         0.49939         82.4846      0.0483744        12.3838         1090.31        0.14801        37.8902        0.161715      0.0225619        5.77581
       4        0.500015         81.8681      0.0456954        11.6979         1091.03       0.152126        38.9439      -0.0180435      0.0233902        5.98786
       5        0.500916         83.4933      0.0370712        9.49015            1090       0.146371        37.4707        0.127365      0.0229562        5.87673
       6        0.499039         81.4421      0.0487083        12.4692         1092.21       0.152651        39.0783      -0.0012019      0.0235361        6.02519
       7        0.500748         82.6832      0.0420027        10.7526         1090.33       0.143692        36.7849       -0.208188      0.0225406        5.77034
       8        0.500519         80.4395      0.0501628        12.8416         1096.57       0.155296        39.7555       0.0592807      0.0240172        6.14836
   total        0.503601         77.3518      0.0545189        20.9352         1098.24       0.118085        45.3444        -5.33701      0.0577666        22.1823
