   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.54187         19.5601      0.0574253        14.7008         2130.06        1.01812        260.638         2.86173       0.221266        56.6437
       1        0.501022         19.0979      0.0574094        14.6967         2150.64       0.997321        255.312          1.4645        0.23358        59.7961
       2         0.49823         18.3993      0.0597765        15.3027         2143.48       0.983862        251.867         5.58161       0.224979        57.5942
       3        0.501114         19.4556      0.0591256         15.136         2134.62       0.952633        243.872        -6.35747       0.224464        57.4624
       4        0.501266         20.2016      0.0571987        14.6427         2134.35       0.985333        252.243         1.63265       0.228559        58.5107
       5        0.498825         19.3153      0.0606019         15.514         2135.79       0.988391        253.026        -2.61145        0.22096        56.5653
       6        0.501175         17.8894      0.0581514        14.8866         2150.28       0.970005        248.319        -3.28411       0.227009        58.1137
       7        0.500015         19.0422      0.0605644        15.5044         2141.86        1.00243         256.62         1.62655        0.22487        57.5662
       8        0.498993         19.4787      0.0590704        15.1219         2145.57       0.973127        249.119        -5.95608       0.232327        59.4752
   total        0.506429         19.1609      0.0392479        15.0711         2140.78       0.657377        252.432       -0.545838       0.151348        58.1174
