   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.561142         4.75898      0.0171293        4.38507         8620.94        4.39021        1123.89         1.34007       0.468618        119.965
       1        0.499725         4.63115      0.0169728        4.34501         8634.88        4.43203        1134.59       -0.298106       0.462426         118.38
       2        0.499054          4.4621      0.0160302        4.10371         8612.79        4.41808        1131.02        -1.36717       0.465206        119.092
       3        0.501724         4.83362      0.0180714        4.62624         8627.75         4.3484        1113.18        -3.30345       0.468207         119.86
       4        0.497955          4.5818      0.0166873        4.27191         8597.68         4.4038        1127.36         1.12572       0.454431        116.333
       5        0.501236         4.48984      0.0162243         4.1534         8636.89        4.25104        1088.26       -0.179455       0.471415        120.681
       6        0.500183         4.66581      0.0174548        4.46839          8614.5        4.34912        1113.37         2.32678        0.45998        117.754
       7        0.500626         4.51059      0.0162398        4.15735         8623.37        4.35196        1114.09         1.00471       0.464835        118.997
       8        0.498642         4.54551      0.0166028        4.25029         8662.31        4.43121        1134.38          4.6582       0.474914        121.577
   total        0.505846         4.61046      0.0112403        4.31627         8624.89        2.91845        1120.68        0.485469       0.310542        119.248
